author,comment,publishedAt,likeCount
@BayuDewi-r7m,buat main efootball kureng,2025-11-22T04:54:02Z,0
@Primadarsuandi,"POCO F6 kalau dibilang ""ngimbangin""dengan kamera samsung A55 menurut gue belum terlalu sih. Menurut gue masih lebih tajem kamera A55,setara dengan Iphone 12 dan 13....",2025-10-27T01:08:41Z,1
@ferdinar2416,"itu 10rb++ kejual ditimpa sama produk seri poco f sebelumnya bang, misal taun kemarin jualnya f5 nah taun berikutnya tinggal timpa etalasenya sama yg f6",2025-10-19T13:03:06Z,1
@DoniArbani,"saya beli seken 4,3 plus carjer ori dan kesing",2025-10-14T11:29:05Z,0
@galih060,"Pemakaian setahun lebih, awalnya hape ini agak aneh, dipake game adem, tapi ga dipake apa² kadang panas gajelas
Tapi setelah major update beberapa bulan lalu masalah panas udah ilang
Kamera bagus, peformanya oke aja, karena bukan hard gamer",2025-10-12T12:19:43Z,0
@agengkafiyah,Game apa?,2025-12-23T18:24:11Z,0
@galih060,"​@agengkafiyahcasual aja, PUBG, ML, Yugi oh",2025-12-23T22:06:50Z,1
@AlanPradityanw,7:00 sungguh perbedaan yang sangat besar soal kamera emang samsung bagus sihh😮,2025-10-05T02:57:12Z,6
@Valirtiktokofficial,Saya sudah beli dan performa mantap,2025-10-03T15:57:47Z,0
@RioDi-g4o,Jelas lah bang orang semua lebih minat sama samsung A55 karna alasan nya udah jelas walau pun nambah dikit buat beli kepala charger  nya tapi kan camera nya bagus setabil jugak terus update nya kan 4thn harga jugak terjangkau siapa sih yang gak tertarik samsung emang gak ada lawan soal camera bang,2025-10-01T09:30:35Z,0
@iwanmotovlog92,Masih lagi nabung bank,2025-09-24T07:38:50Z,0
@GilangSulistio,2025 baru aja ambil a55😁,2025-08-11T14:09:31Z,1
@iam.raffaeyza,Sekarang berapa harganya ka ?,2025-08-13T06:30:30Z,0
@BulanKelimaa,"Kebanyakan orang lebih suka sama merk nya bang,hp awet dan sudah teruji.
Apalagi orang tua kebanyakan pake Samsung",2025-08-08T11:41:59Z,1
@fishingdad_484,Ke pova 7 ultra 5g bang riview,2025-07-30T05:01:35Z,0
@toyenxs,"Semoga aku bisa ke beli Hp A55 ,, alhamdulillah saya masih pake samsung M30 awal beli tahun 2019 , tp alhandulillah normal"" aja 😅",2025-07-29T13:12:55Z,1
@arifardiansyah210,"Masalah sinyal, isu baterai boros dan panas gimna bang? ,mau ambil yg A56 sekalian tapi masih ragu",2025-07-23T13:16:59Z,1
@bagasiswara5765,Bodo amat selain samsung keren². Saya pake A750 2018 sampe 2025 baru modar. Sekarang yakin ambil samsung. Alhamdulillah bisa punya A36 😄 saya juga ga seberapa suka gaming. Build Quality no doubt. 😁,2025-07-22T14:16:32Z,0
@achmadaryriwayanto,Bagus gak bang A36 nya?,2025-08-08T09:20:12Z,0
@ricoyudha4253,wallpapernya mau dong bang,2025-07-21T07:28:22Z,0
@nfia-w1o,A55 udh g turun lgi ya ???,2025-07-16T04:19:39Z,0
@havefunaja1910,"Akhirnya hari ini menit ini aq bisa beli ini hp samsung A55 5G ram🥰, buanyak sekali kegunaan harian wlaupun samsung A52s ku masih tangguh sih buat harian, cm nyari ram yg lebih gede aja biar apk lebih longgar🥰 thaks review nya bang🙏🏼",2025-07-11T05:24:01Z,1
@kuromabur,@Gadjetin :survey dong merk hp yang paling banyak masuk bengkel,2025-07-03T11:26:51Z,0
@vinyzxone,poco,2025-07-10T03:34:41Z,0
@kuromabur,"Samsung kualitas yang bertahan,yang lain kualitas pasti turun meskipun sebesar apapun specs awalnya",2025-07-03T11:22:45Z,0
@arifsuhendar3168,"Alesan pertama milih smsung, look mirip-mirip iPhone gengaman jg mirip....tp lbh murah

Update lbih terjamin lama dan bgus",2025-06-30T14:29:11Z,0
@muhammadannahar1057,"Gara2 nonton video ini kurleb 2-3 kali, akhirnya mantepin buat beli samsung a55😂😂😂",2025-06-29T14:33:46Z,0
@tomi-yj5vr,"gimana bang rasa ya, bagus ga ? rencana mau beli jugaa",2025-06-30T13:51:15Z,0
@riandiputra2597,"Bang lebih rekomendasi A55 apa A56 ya? 
Mau beli tapi masih bingung",2025-06-26T08:43:38Z,0
@sobatanc,Masih bingung jelas a56 lah,2025-07-02T22:37:47Z,0
@ferlyalex8659,Kami drmh dari anak2 masih awal make hape sll pake samsung sampe.skrg..semua pake samsung 😊 tablet jg merk samsung 🫰👍,2025-06-26T00:58:54Z,0
@ferlyalex8659,Kemarin suamiku menang hape ini dari samsung members 🫰👍 thanks Samsung  Members 🙏😍,2025-06-26T00:56:20Z,1
@Muhamadturmuji18,Aku masih suka a35 5g nya,2025-06-23T20:49:40Z,0
@Pejuan9_W4ktu,"Sy user samsung seri A A5 2015 A8 2015 smp skrg pke note Fe yg masih awet smp skrg sudah 9th Hp nya,krn udah gak ad update lagi jd pingin beli a55 aj kyak nya supaya lebih fresh dan ganti Hp 9th pke Note Fe bosen juga 😁",2025-06-18T14:53:31Z,0
@Khusna-b5k,"Ka,aku mau cari hp budget 5.000 mau buat live ditiktok mending hp apa y ? Ip 13 second apa android baru",2025-06-12T13:53:03Z,0
@aseprahmattoyibin5212,"Punyaku A55 di pake video slm 19 detik aja di kedalaman 20 cm, layarnya lgsg ada tompel ungu, katanya IP67, malahan sama gadgetin di cemplungin ngak apa2. Akhirnya sy beli hpnya karena gadgetin slalu jd referensi saya klo mau beli hp",2025-06-08T00:34:29Z,1
@yosa9122,"Kayaknya A55 bukan hp buat dalam air dah... fitur IP67 itu lebih untuk berjaga2 jika masuk/terendam air, bukan untuk dioperasikan di dalam air.",2025-07-18T08:17:40Z,0
@propertydepok1232,Tolong Bang rekomendasi hp 5jtan kebutuhan hanya vlog . Terutama di malam hari . Terimakasih 🙏,2025-05-31T17:04:45Z,0
@mohnuruddin52,"Kayak *** samsung a55 diperbaharui bukan makin bagus malah makin buruk ultra wide gak stabil dan baterai boros ,,hp kentut samsung a55",2025-05-31T02:27:08Z,1
@hafidzwaidz9352,Wallpaper nya download dimana bang yg coconut island itu?,2025-05-24T05:20:47Z,0
@deddypriyantovic6417,"Andaikata buat game performa nya bagus,ga panas,desain inovatif(terlebih soal bezzel dan body belakang) dan harga nya ga jauh dengan siomay,pocong dll pasti dah samsul merajai pasar android",2025-05-23T12:12:11Z,0
@donnicokocirinaldo7090,amin,2025-05-19T07:32:06Z,0
@subriadinasution6315,Rata2 user Samsung orang yang mentingin fungsi dan jangka panjang kebanyak bukan pemain game 😅😅,2025-05-12T15:02:02Z,0
@azmaraba7908,"Parah saya baru pake 5 bulan anti airnya jebol, ngaruhnya nyampe ke layar mulai timbul garis"" di layar yang lama kelamaan mulai makin parah",2025-05-11T16:10:50Z,0
@muhammadagusrifki5333,Bang bagusan Samsung a55 atau vivo v29,2025-05-09T11:23:54Z,0
@fauzanlaga1524,Bagusan v29,2025-05-22T15:06:41Z,0
@hafidzwaidz3799,Walpapper island nya ini nyari dimana ya😅?,2025-05-07T15:33:12Z,1
@hafidzwaidz9352,"Ada yg pernah beli hp online di pluto selluler, reviewnya gimana kak? 🙏",2025-05-03T04:24:54Z,0
@mohamadhanafi6106,Updgrade dari A10(2019) ke A55(2025)👍,2025-04-30T05:51:37Z,0
@ndogspicy,mas vivo v27 5G dan Samsung A55 enak e pilih yang mana?,2025-04-27T11:13:13Z,0
@satyautama606,Mending Samsung a55 atau poco x7 pro???,2025-04-25T16:13:48Z,0
@gugunsandiardjo3031,Pasti BAKMI 16 ilir,2025-04-20T07:53:38Z,0
@wiwitary2842,"Smarphone pertama kali pake Samsung galaxy ace. Sempet ganti lenovo karena ngikutin rekomendasi dari mantan. Tapi cuma bertahan 2 tahun karena udah lemot banget, dipake buat kerja ga bisa😢
Akhirnya 2018 ganti samsung j6 karena menyesuaikan budget, dan juli 2024 kemarin gansi ke A55. Samsung J6 walopun spek kentang tp masa pakainya bisa 6 tahun dan cuma ganti kabel 2x, selebihnya masih oke. 
Sekarang ganti ke A55, mungkin bisa lebih dari 6 tahun ni kayaknya 😂
Samsung the best deh. Dan ga nyesel ganti ke Samsung lagi 🎉",2025-04-19T15:14:05Z,0
@sapar158,"mau tanya bang, a55 dipakein adaptor 30watt aman ga?",2025-04-17T18:07:45Z,0
@andrianbac4243,masih bertahan di samsung a54 kameranya mantap,2025-04-16T17:59:02Z,0
@yusufruhbana8177,Dulu user android xiaomi pindah ke iphone  (ngerasa gk nyaman) dan skrg Masih bertahan sama samsung a35 krn kenyamanan samsung ngasih sofware update dan keamanan jangka panjang dan kenyamanan kamera yg stabil....lg ngincer a55 samsung krn da e sim nya...😂 smoga bisa kebeli...aamiiin..,2025-04-14T03:52:08Z,0
@LusiaChelsea,Hari ini saya nk beli dapat harga 6.2 dengan memori 12/256 dah dapat charger ori😊,2025-04-13T05:40:05Z,0
@juliannvistafe,inii yangh a55 5g kahh?,2025-04-07T15:59:47Z,0
@galihaldi3087,Samsung Galaxy A55 5G The Best,2025-04-07T06:25:51Z,0
@JelmanJelman-x3v,Apa a55 aman ya di pake main game tidak cepat panas???,2025-04-04T09:41:46Z,0
@irwansyah3717,"Moga terbeli ini, sekarang masih pakek a32",2025-03-29T22:30:12Z,0
@ersonoutsider2525,"Puji Tuhan akhirnya Kebeli Juga, dan skrg nntn Video ini pake Samsung A55 5G, Warna Awsome Ice Blue, Ram 8Gb, Internal 256Gb.
Tp Wkti Beli, sya dpt Charger 25watt.",2025-03-22T07:16:30Z,0
@kiw_kow,dapet harga berapa kak? terus belinya online apa offline?,2025-03-24T03:45:49Z,0
@deyanna_vlog,tapi katanya jaringan di samsubg a55 susah nagkepnya??,2025-03-22T04:25:56Z,1
@herkolanusaming8577,"Saya pakai a55,sangat nyaman",2025-03-22T01:00:52Z,0
@El_122,Aman dari penyakit layar garis ijo nggak?,2025-04-01T07:37:13Z,0
@EksanTuli,Video 4K 60fps HP nama?,2025-03-21T17:56:23Z,0
@Daridara17,Masih bingung mau beli yg mana.. Budget 3jt pengen kamera bagus,2025-03-21T15:27:54Z,0
@yosa9122,Techno Camon 40 mungkin bisa masuk opsi,2025-05-02T23:59:06Z,0
@Daridara17,Lagi nyari hp yg kameranya cakep ..,2025-03-21T15:25:52Z,0
@RaftborAdventure,Bang Samsung a56,2025-03-21T12:47:37Z,0
@gameofkaoman3203,"Semakin yakin pilih samsung. Dulu ogah beli. Baru ngeuh kalo awet krn sodara ad masih pake samsung A7 2018. Masih berfungsi meskipun lemot..user a55 btw. Sejauh ini puaas. Kamera, baterai untuk daily driver (non game) saya rasaa awet.",2025-03-21T12:42:14Z,0
@FajarPradila,Review samsung a56 5g bang,2025-03-20T00:58:24Z,0
@jazmanst1493,Kapan A 56 bang?yg lain udah pada review,2025-03-19T14:12:38Z,0
@amanekaoru4614,"Gw sekarang lagi make A34, mau upgrade ke A56 ini nanggung ga sih? Atau ganti ke brand lain?",2025-03-18T01:06:20Z,0
@fauzanalfihidayat255,Mending nahan sampai samsung a37 atau a57.,2025-03-18T07:46:44Z,0
@DuniaDatar99,A56 oy,2025-03-17T02:15:33Z,0
@spudan11,"Saran dong buat cewe yg suka foto, awet gtu  buat lebaran 2025 
1. Samsung A55 
2. Vivo v40 lite 5g 
3. Vivo v30
4. Redmi note 13 pro 5g 

Atau ada saran lain 🙏 mau beli hp bingung , uang cm dibawah 5jt",2025-03-16T13:30:38Z,0
@muhammadrusydi9878,A55 paling bagus buat list di atas,2025-03-23T01:16:25Z,0
@Anestia24,"Hp ku ip 11 promax tp pengen ganti ini, worth it ga ????",2025-03-14T23:38:54Z,0
@erdianmarch1st,Worth it banget mbak,2025-03-16T09:28:14Z,0
@mahrusinmuhammad1117,Coba review samsung galaxy a56 bg please,2025-03-14T22:12:41Z,0
@paidjoofficial,saya masih pake galaxy note 10 pus 😌,2025-03-14T02:52:42Z,1
@Kafa-Family,A56 donk kak,2025-03-13T23:06:57Z,1
@anrscvk,Nah,2025-03-14T20:50:39Z,0
@lupitong,Update OS yg panjang orang membuat ngelirik hp ini. Pake a35 masih oke lah,2025-03-12T16:37:55Z,0
@tyasrahma9484,bismillah pengen beliin ortu hape ini,2025-03-12T00:04:47Z,1
@onoponop3898,Hp panas😂,2025-03-10T17:13:28Z,0
@verryunardi1827,"Poco X7 pro versus A55. Worth it yang mana bang? Prioritas di game, memory, dan fast charging.",2025-03-10T05:18:26Z,0
@fathurrahman4139,"Poco laaah, A55 Bukan dikhususlan utk gamers",2025-03-15T04:41:22Z,0
@toyotamedan,Xiaomi 15 ultra belum launching aja udah di review. Samsung a56 5g review sebelum launching juga donk. Sekelas Gadgetin pasti bisa donk. Yuk bisa yuk,2025-03-09T09:55:01Z,0
@alyazhafiraputri5997,"Kalau masalah sinyal gimana ka?
Banyak yang bilang kalau seri a55 5g ini kurang bagus kalau didaerah kabupaten",2025-03-09T05:52:57Z,0
@jhonyfauzi4844,"Samsung tuh daya tahan hpnya lama, enggak kayak hp2 china yg gampang rusak",2025-03-09T04:34:02Z,0
@Saihar_,"A56 kang, buruan",2025-03-08T22:27:59Z,0
@pinokio18,A56 dong bang,2025-03-08T15:04:05Z,0
@alyazhafiraputri5997,A56 dong kak,2025-03-08T14:14:57Z,0
@syawalunsahri1630,Bang review a56,2025-03-07T14:22:31Z,0
@nellyrahmatussalisah8005,Ada review samsung galaxy A56 A36?,2025-03-06T19:48:32Z,0
@irfandacoutest7553,Bang review Galaxy A 56 bang,2025-03-06T15:45:35Z,0
@indoterkini5529,"6 maret 2025, bini malah minta a55,  saya akui memang hp favorit perempuan 😂😂😂",2025-03-06T12:59:47Z,0
@indoterkini5529,"Setelah tanya2 berikutlah rangkuman knp perempuan milih a55
1. Ui simpel bagus dan cantik
2. Iklan itu sangat mengganggu, ini ga ada iklan
3. AI nya bagus bs hapus2 muka org ngeselin
4. Bentuk bagian belakang bagus kamera berderet gitu, gak terlalu norak, kesannya hp mewah
5. Nama brand, klo ditanya pake samsung trkesan bergengsi
6. Daya tahan samsung cukup lama, ga lelet, ga burik, dsbnya ketika dipake 3 sampai 4 tahun.",2025-03-06T13:11:34Z,0
@mir__khan.hussein,2025 beli SAMSUNG GALAXY A55 yang Kedua Kali Nya... 🎉,2025-03-06T10:57:19Z,0
@mrozikin11,Dapet harga berapa bang? Kenapa beli 2 kali?,2025-03-20T02:34:32Z,0
@evaeinsteinedison1721,Nunggu review A56😊,2025-03-04T21:48:19Z,1
@ezytanjung6861,"Dear gadget in, review samsung a36 dan a56 5g",2025-03-04T08:07:52Z,0
@HaoFuushenn,Dulu saya mifans tapi pas rasain samsung a50 beuhh kaya ko ini hp enak bner sampe sekarang gw pindah ke samsung,2025-03-03T21:58:55Z,1
@nyxeurs,Bingung mau poco x6 atau samsung A55. Aku suka gaming sm fotografi jg. Pake A32 main ML panas tp pas udah lama. Tp secara design lebih suka samsung karna kameranya ga besar banget hm,2025-03-03T13:17:10Z,0
@muhammadtamyiz6391,"Kalau dibandingkan samsung a72 vs samsung a55. Hasilnya kamera real test a72 juara, layar faktanya juara lebih terang a72, kalau kecepatan dan body menang a55",2025-03-03T09:45:51Z,0
@attanattar7831,bang rewiew samsung a56 dong,2025-03-02T18:43:32Z,0
@revifauzi5500,REVIEW SAMSUNG A56 BG DAVIDDDDDDDDD,2025-03-02T17:45:19Z,0
@inamedina850,Baaaaanggg. . Samsung A56 nya ditunggu bangeeeeettt. .,2025-03-02T12:09:43Z,0
@rifki460,kalau ukuran layar 6.4 udah auto beli tapi ini menurut saya kebesaran 6.4 kebawah tuh berasa mewah aja menurut saya dibanding layar besar,2025-03-01T03:57:37Z,0
@faisolsky,Mau awet dan pgn gak ganti2 hp untuk 3 tahun kdpn udah pilih Samsung a55 paling oke update software terjamin gak kayak hp cina tiap update bkn malah bagus tp bikin bnyk bug software (pengalaman pribadi),2025-02-27T01:45:50Z,0
@iyawan_story,Semoga th ini kebeli ya Allah 🤲🏻 buat hp yg aku pengen ini.,2025-02-26T16:37:47Z,2
@farisafif4053,"Nonton ini pake hape a52 yang keluar 4 tahun lalu, masih senyaman itu emang samsung seri midrange, rencananya ganti ke A56 semoga tidak mengecewakan yaa sung.",2025-02-26T15:04:26Z,3
@rezatiara7607,"Aku A51 masih bagus, cm boncel2 d body aja sma casing blkng 😂. Lg cari2 review hp 5jtan tdinya pgn cba xiaomi seri T tp kayanya ga jd deh nyoba hp china an. Ttp samsung dr dulu ga bs pindah 😂. BTW A56 kapan ya 😢 takutnya skrng beli A55 eh malah kluar yg baru 🥲🥲",2025-02-26T15:58:57Z,1
@windaputri-v4f,"kemarin baru beli ni hp, jujur gua yang ga pernah pake brand samsung mengakui bener2 senyaman itu pakenya",2025-02-26T08:54:54Z,1
@MejaCristian,Yang bener bangg,2025-02-26T09:43:18Z,0
@syahfitrirohmawati1267,"apa ga mending nunggu 1 bulan lg, beli A56 nya aja?",2025-02-26T11:48:59Z,0
@windaputri-v4f,"@MejaCristian soalnya gua pake kalau ga vivo ya redmi, jadi kerasa bedanya",2025-02-26T11:58:59Z,0
@windaputri-v4f,"@syahfitrirohmawati1267 ya gapapa kalau ngikutin keluaran terbaru tiap tahun juga bakal ada, ini aja udah cukup menurut ku, soalnya rednot ku udah keburu rusak bagian sensor nya",2025-02-26T12:00:22Z,0
@yudhaforever8783,"Punyaku kabel Cas Bawaan kok Made in Vietnam Ya, padahal rata2 di review Youtube itu Made in Indonesia,kemasan segelnya sih utuh, terus Jarum Sim Tray nya bentuknya memanjang bukan Lonjong seperti ini dari kebanyakan. Adakah yg tau. ??",2025-02-26T04:15:17Z,0
@apmovieclips6413,"kalau samsung pasti OK. 
saya sampai saat ini masih pakai samsung galaxy note 5 cuy , tahu kan itu hp udah berapa abad 😂 dan itu hp masih normal, hanya baterai saja sedikit sudah agak berkurang dan beberapa apk sperti yutub tahun ini sudah tidak bisa buka wkwkwk makanya jadi hp ke 2.",2025-02-25T10:32:06Z,0
@watirosmiawati3221,"Menurut pribadi sy sih menang di kamera dari keluaran pertama seri A,, karena tujuannya ke konsumen yg suka poto2 n update ke sosmed..",2025-02-25T01:30:43Z,0
@yoyo-u7w,Banyak yg gak nyaman sama samsung a55 karena berat. Tapi saya pribadi malah suka hp yg berat karena lebih mantep di tangan,2025-02-25T01:22:33Z,0
@Bagusilhamy,"Hp ini, sinyalnya bagaimana😅",2025-02-24T14:36:17Z,0
@supermulmul,beli di 2025 apa masih worth kah? bingung mau ambil samsung a55 ini apa motorola g45,2025-02-24T13:24:15Z,0
@itsmeoliviaasri,A55 bs video ganda ga ya?,2025-02-24T04:45:54Z,1
@LiamGaming94,"Bisa, kamera depan belakang nyala barengan",2025-02-25T00:58:55Z,0
@sufiyanti6765,Bang batle oppo find 13f,2025-02-23T12:32:28Z,0
@iwansetiawan-v3g,Saya pakai hp Samsung A55g . Kameranya Mantaaaap banget .,2025-02-22T02:30:32Z,0
@djenggotten9881,"Serius nanya ,katanya a55 susah nangkep sinyal / jaringn bener ga bang ? 🙏
Soalnya mau beli masih mikir mikir takut sinyal nya lemah",2025-02-21T07:44:36Z,0
@Clippvestor_Indonesia,"Saya user A55 pake By.U tinggal di pinggir kota sinyal dpt 2-3 bar. Kalau ke pusat kota baru penuh 4 bar, di desa juga sama 2-3 bar doang.

Untuk jaringan saya seting mentok 4G+",2025-02-22T23:16:47Z,0
@djenggotten9881,"Serius nanya bang,masalah jaringan / sinyal katanya susah ya di a 55 mohon penjelasanya 🙏",2025-02-21T07:36:10Z,1
@gameml6710,Masih setia pake a52s 😊,2025-02-20T12:20:34Z,0
@sigitbudhiprasetya5475,"HP gaming: Infinix, cukup buat main moba. Smasugn A55 buat ngerush pemuja camera ipun jadul 128GB refurbish. 😅",2025-02-20T06:19:45Z,1
@diaaida5401,"Awalnya saya mau beli hp ini tp setelah kemarin lihat review hp motorola yg br comeback Aku jd pengen beli jg, padahal duitnya buat beli hp ini Alhamdulillah jg sdh ada, jadi bingung, kalau jadi pilih beli moto sisa duitnya bs buat pegangan lebaran (untuk kebutuhan yg lain kali ya ) 😁",2025-02-19T12:46:42Z,0
@WasisZain,"Saya jualan hp bekas... disini kalau harga udah 4juta ketas, orang ga berani ambil merk lain kecuali samsung dan iphone 😂😂😂😂😂😂",2025-02-18T11:14:41Z,15
@MuhammadIqbal-hu5zy,Klo ditahun 2026 udh brp harganya koh?,2026-05-13T14:16:35Z,0
@WasisZain,@MuhammadIqbal-hu5zyharganya masih 4juta itu 😮,2026-05-14T08:08:38Z,0
@muhammadrizkiramadhan3446,​@WasisZainwkk aku cari2 kmrn 4jt keats. Tp dpt nego di tmpt2 lain 4jt mentok 8 256 msh oke,2026-06-22T14:16:46Z,0
@uchihachemaky9530,Bang.. Review Gadget yang sampean pakai donkk 😅😅,2025-02-18T09:56:17Z,0
@syifaaa99,A55 vs Iphone 13 mending mana buat ngonten bang ?,2025-02-18T06:43:07Z,0
@erdianmarch1st,Ya jelas samsung a55 mbak. Iphone 13 desain kamera miring mbak.,2025-03-16T09:33:42Z,0
@sherlyndadm,alhamdulillah kebeli samsung a55 di februari 2025 🥹🥰,2025-02-18T03:16:50Z,1
@bahauboy5512,harga brp ka,2025-02-18T17:14:53Z,0
@prayogowicaksono4602,"7:31 kamera a55 bikin muka menguning, bibir kuning kyak org blm mandi, that's why i sell my a55",2025-02-18T00:33:12Z,0
@pyttagrowfast9548,"Masih worth it gk buat 2-3 tahun kedepannya?
Atau ada rekomendasi yg lebih bagus lagi dengan harga yg mirip",2025-02-17T23:23:08Z,0
@yumine_,"Untuk 2025 masih rekomen kah A55 ini agan2?

Update: agan2 maaf aku menghianatimu dan memilih vivo v40. Enak bgt ga nyesel belinya 🥹🥹",2025-02-17T05:10:51Z,0
@yosa9122,"Buat saya rekomen, baru sebulan beli A55 gantiin A50",2025-02-17T08:30:27Z,2
@muhammadmufly23,Masih banget,2025-02-21T06:16:36Z,0
@mrx302,masih bang walau a56 keluar tahun ini tpi a55 msh worth it  kok,2025-02-25T05:34:59Z,1
@rudyoloanhasibuan3880,"Samsung emang bukan buat kaum mendang-mending. Tapi pengalaman saya, Samsung paling no drama.",2025-02-16T17:05:47Z,2
@NetworkingR,"Gara2 one ui doang sh
Mode rutinitas am knox virtual nya yg bkin nyaman",2025-02-15T06:50:16Z,2
@daudratsu6222,"Upgrade dari oppo A7 pilih A55 (12/256). Selama pemakaian 2 bulan cukup nyaman gaming (gfl2,ba,hsr) tapi kalau main game berat gak berani di outdoor😂 panas bisa sampai 46-47. Untuk charger kebetulan dapat cashback adapter 25W + YouTube premium 2 bulan jadi argumen gak punya charger gak guna ke gw wkwkw.
Edit: kalau ada keluhan kamera selfie bibir kelihatan pucat itu betul gw sudah tes. Tapi setelah update software bibir tidak sepucat dulu.",2025-02-15T06:42:54Z,2
