author,comment,publishedAt,likeCount
@abitahmad9100,"Izin bertanya, untuk dengan budget yang sama apakah saya harus ambil hp ini, atau iPhone 13 inter terimakasih",2026-01-11T04:25:33Z,0
@tehaniofficial,Aku nonton pake samsung A56 12/256 ijin nonton om,2026-01-04T04:04:38Z,0
@kennethashira2094,kamera selfie nya buat video udah bisa 1080p 60 fps atau masih sama kayak yang direview?,2026-01-21T16:23:09Z,0
@IndriAstuti-my2ub,Pubg gak dikasih tau tuh settingan grafisnya apa aja yg udah kebuka,2026-01-02T18:57:31Z,0
@SWR009,"Kalo gw sih mending ilanging slot sim 2 nya di ganti slot mcSD , toh udah ada fitur E-SIM",2026-01-02T15:36:45Z,0
@mischa725,Mau tanya bagusan mana speaker A56 dengan Poco f7,2025-12-29T22:08:58Z,0
@ekoazis,"Sangat tidak direkomendasikan Samsung A56, saya pakai kurang 3 bulan saja kamera sudah bermasalah, kalau rekam video baru 3 menit saja kamera sudah mengembun dan blur.
Sangat kecewa dengan Samsung A56.",2025-12-26T06:46:36Z,2
@zerocurst6067,"telat bang ngasi taunya, mana kridit lagi 😢",2026-01-17T12:44:09Z,0
@BismaMandala,Bag ma tnyya klo iPhone 14 plus inter tt Samsung a56 dia nmbh satu juta sesuai gak,2025-12-24T20:21:10Z,0
@munirah9620,"Mantap bang, Reviewnya termasuk yg lengkap dari reviewer lainnya.",2025-12-22T16:04:30Z,2
@greenforce68,Gak sukanya sama Samsung krna aplikasi bawaan banyak bener. Storage di sunat tapi app bawaan kagak pada di sunat juga. Pemakaian 3-4 taun aja pasti penuh itu. Blm keisi AI yg lebih berat lagi itu. Klo cuma 256GB gak mungkin sih,2025-12-19T16:44:33Z,0
@MRCHANNEL2123,"vido 4k pas low light bagus, tapi masih f7p",2025-12-19T15:48:55Z,0
@Akun_B4ntu,Saya pakai samsung a56 12 gb nilai antutu saya cek 1.250.000 bang,2025-12-18T16:23:04Z,0
@RudiSuhendri-m3e,"Gua perhatiin tiap reviewer samsung bandinginnya sama pendahulunya bukan brand saingannya, karna bakal gak asik si pasti jomplang speknya😂",2025-12-17T03:45:52Z,2
@hanidwieffanda6346,samsung yg jomplang apa brand lain bg?,2025-12-26T09:11:06Z,0
@kikialdiansyah1196,Assalamualaikum om ? Ini saya pake samsung A54 5G. Untuk live streaming jualan di tiktok.cuman kendalanya kalo hp ini tuh tidak bisa pokus otomatis.gmana caranya ya ? Mohon bantuan nya om hehe,2025-12-17T02:55:01Z,0
@theredz91,dapet harga 4.5 di 12.12,2025-12-15T06:04:15Z,2
@theanrahaja7851,Memory internal berapa kak ??,2025-12-16T07:59:25Z,0
@fajar4741,"Dibanding seri S nya, seri A Samsung lebih menarik buat diikuti karena peningkatan tiap tahunnya cukup mengejutkan walaupun gak se-wah hape2 China yg main di performa ataupun kamera megapixel ratusan.",2025-12-14T08:21:55Z,1
@dheasiswanti4287,Apakah ini sudah ada fitur nfc?,2025-12-14T03:47:11Z,0
@victorakbarsyah,ada,2025-12-15T03:05:48Z,0
@YayatYayat-y7x,Suka banget saya pake Samsung  tapi yg ini  blm beli,2025-12-01T04:53:05Z,0
@deesputri,"Aaaahhh, akhirnya kebeli juga setelah nunggu harganya anjlok. Aku dapet di harga 4,9 8/256 di shopeemall 😂",2025-11-29T10:56:56Z,1
@Rav_R9210,Info tokonya dong kak,2025-11-30T02:14:40Z,0
@ronisusanto2230,"Saya baru co di Shopee offosial samsung dapat hrg 4,3 8/256 + adaptor+ TWS+ Antigores depan belakang",2025-12-02T19:34:59Z,0
@deesputri,​@ronisusanto2230nanti pas dateng coba cek garansinya udh berjalan belum mas. Kalo blm berjalan hoki banget sih. Kalo udh berjalan kemungkinan itu barang repack,2025-12-02T22:08:43Z,0
@eleasar3695,hp samsung jatuh banget karena tidak ada charjernya,2025-11-29T08:04:21Z,0
@neta-f4w,Wow hp nya sangat bagus 😅,2025-11-29T06:42:47Z,0
@billypattiasina7631,A51 😢,2025-11-29T02:53:37Z,0
@andriyansyah2477,"Bagus ... Tapi gua masih punya foco F4. 

😂😂😂😂😂",2025-11-26T13:43:51Z,0
@neta-f4w,Mantap ada dual sim card 😅,2025-11-26T10:52:25Z,0
@qodriHarahap,"Saya mau nanya , dapat samsung A56 tpi 3 slot sim card , bsa 2 sim card 1 lg memory card .
Agak jangkal apakah ini hdc?",2025-11-26T06:50:18Z,0
@sik3mbar372,Support mag save nggk?,2025-11-26T01:40:48Z,0
@UmamdasilvaSantosjunior,Nonton ini pake samsung a56😅,2025-11-23T15:17:28Z,0
@Rc.97,Boros baterai ngga ?,2025-11-26T12:30:31Z,0
@Prasetyo54321,Sama Xiaomi 15t pro kenceng mn,2025-11-22T07:53:34Z,0
@ahmadsyafiq9382,panas banget hapenya,2025-11-21T17:02:38Z,0
@khoirulumam6395,warna favorite di samsung A56 wrna apa ya?😊,2025-11-20T07:17:12Z,0
@arshakabondan4653,Olive,2026-02-14T06:19:18Z,1
@gabyqueenningtyas4591,Samsung A51 yg masih good ikut nyimak 😅,2025-11-13T14:48:22Z,0
@Rafi.88,Hp idaman ❤❤😊,2025-11-08T03:18:01Z,0
@Lemontea2102,Adakah lanjutan dari A72,2025-10-29T08:22:36Z,0
@jmeliodas7262,Mending a56 atau s25 fe?,2025-10-25T11:04:14Z,0
@julyankabdullah7416,"Aku masih menggunakan note 10 plus sudah 6tahun,masih bagus sampai hari ini ,sekarang pingin ganti ,lagi nimbang-nimbang antara A56 sama S25",2025-10-25T02:38:05Z,0
@LuthfiNurbianto-f4d5o,"Ambil yg 8/256 cuma buat sosmed sama yt, aman ga ya?",2025-10-21T10:57:57Z,1
@AF_STILL_LEARNING24,Harusnya aman banget,2025-10-24T14:40:28Z,0
@s.zubaidahchanel7707,Q tetap brtahan di A73 aja kamera oke gk kalah ama  A56.,2025-10-20T00:54:43Z,0
@dutapetani,nonton pake s24 fe,2025-10-17T11:11:12Z,0
@ajuyap,Nonton ini pake A57,2025-10-16T17:12:13Z,0
@michaeloey5793,blom ada tong,2025-12-26T07:09:09Z,0
@itsafira_2ND,Nonton ini pake a56😌,2025-10-16T13:02:33Z,23
@isnandjl9124,"Bagaimana jaringannya kak? 
Katanya kurang bagus jaringannya",2025-11-17T10:51:43Z,0
@rrey-ot5ot,"​@isnandjl9124hoax cik, samsung midhigh paling nangkep sinyal malah",2025-11-23T15:21:06Z,0
@Znico2066,​@isnandjl9124saya pake axis live on jaringannya lebih kuat dibanding telkomsel by u. Enak dipake game online seimbang pake wifi. Bergantung lingkup jaringan juga,2025-12-05T21:34:54Z,0
@jumiatijumi3385,Update OS sama security patch berapa tahun??,2025-10-13T04:28:36Z,0
@Raider1807,fancooler apa tuhh yang di pakai??😅 19:12,2025-10-08T17:19:04Z,0
@ekosusanto7409,Dimana bisa beli charger 45w yang ori bang???,2025-10-08T15:33:57Z,0
@AkuHampa1,Samsung store,2025-10-12T22:25:03Z,0
@m.herliansyah8909,versi 8/256 rekomen ga dibeli bang,2025-10-08T01:57:30Z,0
@imasksmh,Untuk keseluruhan lebih bagus ini atau oppo reno 14f 5g?,2025-10-06T05:02:06Z,0
@nusantarajaya90215,"AnTuTu Samsung A56 5g milikku 1.205.553 malahan, warna sesuai di dalam video juga",2025-10-05T16:38:30Z,0
@antoniusdelo5724,wah kok bisa? main ML 120fpsnya kebuka ngga? punya saya 120fps nya tidak terbuka mentok di 90fps,2025-10-07T03:47:10Z,0
@kingclown5336,Antutu v11 itu kalo v10 ya 900k,2025-10-13T13:25:47Z,0
@ahmadramadhan411,"""Charger, pasti gak ada disini yaa"" 😂😂",2025-10-02T18:29:35Z,0
@afriyanwar8474,"Alhamdulilah baru abis minang , tapi speaker nya bas nya enakan A35 yaa saya sebelum nya A35",2025-10-01T07:30:08Z,0
@Triana08,masih bingung mending samsung a56 atau iphone 13,2025-09-29T07:05:33Z,0
@ijalicious,"samsung pelit fitur dari dulu.
 oppo lengkap fiturnya,
- kamera brightness
- ada infrared
- ai nya banyak
walaupun ui Samsung itu enak",2025-09-27T15:32:19Z,0
@ijalicious,"tadinya gw pake a51,udh rusak ,ganti a35 malah jelek bgt asli kameranya. akhirnya ganti ke oppo reno 12 5g",2025-09-27T15:33:45Z,0
@DavidKristian-s8m,Boleh tanya apakah kamera belakangnya tahan terhadap benturan keras maupun ringan?,2025-09-26T14:21:43Z,0
@jihanrizkaameliajihan6581,"Kapan yg a 57,5g keluar",2025-09-25T22:55:59Z,0
@Satriodailyvlog,"baru beli di september ini, harga dah 5 jt lebih dikit",2025-09-23T05:19:20Z,0
@Roy4lcanadian,"Barusan liat tmn baru beli HP ini, design nya keren, flat. Gua suka banget frame metal nya.",2025-09-22T09:46:27Z,0
@jejenabila,Stelah di perbaharui.camera ultawidenya makin tajam.mantap samsung a56🥰🥰,2025-09-14T14:42:06Z,5
@magic523-s,"Kalau untuk sambil game mending a56 atau s24 fe? Niatnya mau ambil s24 fe giliran test gaming nya stuttering parah, walaupun chipset lebih gg, cuman giliran exynos 1580 nya a56 walaupun gak seganas 2400e nya s24 fe cuman lebih stabil untuk gaming

Note : hp dedicated gaming dah punya poco x6 pro, dan ini untuk mencari hp daily driver sambil gaming tipis kek wuwa, gi settingan medium 60 fps",2025-09-13T16:42:48Z,0
@andree4081,35:02 ai: awesome intelligence😂,2025-09-06T01:41:45Z,1
@andree4081,"32:50 ""wah ini panas banget gini gini gini😂""",2025-09-06T01:34:21Z,1
@andree4081,11:15 paham banget dong mas Dedy😁😁,2025-09-06T01:02:24Z,7
@diarykeluargasamawa,"Tanya dong, saya suka bikin konten affiliate, kebutuhan hp saya penyimpanan luas, kamera bagus, batre awet, gesit, dan untuk hp jangka panjang, mending ambil samsung A56 atau Xiaomi 14T ya .?",2025-09-05T00:13:19Z,0
@mumucathouse19,Nitip. Sama.jg kak,2025-09-19T02:53:18Z,0
@AkuHampa1,"Saya a56, 14t baca² komen batrenya agak boros",2025-09-29T02:45:29Z,0
@inselinside,"Tumben micnya jelek suaranya. Cuman freq. Mid saja yg dominan, freq. low sama high di cut 😢",2025-08-29T18:34:52Z,0
@ferryhocklynsimatupang5976,Bang coba adu samsung a56 vs oppo reno 14 vs poco f7,2025-08-29T16:55:13Z,0
@a.t.a.f.s,Minta link case dan tg yg proper guys buat A56. Thanks.,2025-08-29T09:11:11Z,0
@yosa9122,coba merk Basain kalau mau yang simpel bin sederhana,2025-09-30T09:18:51Z,0
@rezaardani7336,Om kalo ini a 56 ini lawan s 24 fe mending mana ?,2025-08-28T23:52:06Z,0
@maffiachabebawangdoank9909,"""seperti hp lain walaupun tanpa slot microSD tetap laris manis..."" 🙎💬💬 Ya karena sudah gak dikasih pilihan saja... Coba klo ada versi microSD ya pilih yg pake Slot.
Modus jualan Cloud",2025-08-26T06:15:38Z,0
@Keh1dup4N,"Kelebihan hp samsung adalah Spek yang ditawarkan emang rell,,
Bukan gimmick....😂😂😂😂😂",2025-08-26T04:01:29Z,0
@Keh1dup4N,"Andaikan batreinya dikasih 6500 mh dan dikasih opsi 512 gb.
Auto merek lain gak akan Laku..",2025-08-26T03:58:58Z,0
@IsengDoang23,"Mantep sih kalau lebih ringan dan tipis dari A55, soalnya A55 berat banget. 😂",2025-08-24T16:02:21Z,1
@asyangcin3658,"Baru aja beli, dan Entah kenapa masalah speaker kalah ngebas di banding galaxy A54. 
😢😢",2025-08-23T05:17:08Z,1
@acevalent,seting di dolby atmos nya bang,2025-08-24T12:11:20Z,1
@sumsum1960,otw bli besok,2025-08-21T05:01:09Z,0
@inselinside,Udah beli ngab?,2025-08-23T18:39:52Z,0
@jenaissantè97,"bang tolong jawab, ane pake A56 tapi semenjak 2 minggu yg lalu ane pindah kos nah di kos yg skrg ini susah sinyal, ada sih cuma satu garis dan jaringan 4G masih ada tapi lambat, ada efek samping negatif ke hp ga bang klo kelamaan terus menerus sinyalnya segaris doang tapi tetep maksa online?",2025-08-14T19:00:36Z,0
@kitorosan6560,Kaga lah bg,2025-08-17T06:48:38Z,0
@jenaissantè97,​@kitorosan6560 kaga apa bang?,2025-08-17T06:54:05Z,0
@erelv8634,"Tpi ngapa ya batre xiaomi itu lbih boros dibanding batre hp lain walau kwpasitasnya sama, soalnya batre 6500 mAh poco serasa kyk batre 5000 mAh samsung",2025-08-13T04:01:42Z,0
@UmarFaisol-i3r,"Ada fitur auto framing, gak di a56 ini ?",2025-08-12T05:47:30Z,0
@cutfathiaulfa9716,Samsung A57 kpn keluar?,2025-08-10T06:17:19Z,6
@MardiSakir,Allhamdulillah sepk nya gila bang,2025-08-07T23:35:10Z,0
@DavidYosefAugustinus,Kak mau nanya apakah HP Samsung A56 bisa diproyeksikan ke TV Sony BRAVIA 3? Terimakasih,2025-08-05T14:10:05Z,0
@ryandika4623,"Menurut aku, 

samsung A56 ini merupakan downgrade dari versi sebelumnya. Kesannya samsung rilis hp ini cuma untuk pemenuhan kebutuhan tahunan. Bisa dilihat dari hardware kameranya yang turun jauh. Bahkan kalau saya bandingkan dengan hp samsung A51, dari preview kamera sebelum jepret, A56 itu ngeblur banget, lalu hasil foto juga terkesan oversharpening, seperti make AI. Seperti di video ini, kamera depan FHD juga hilang 60fpsnya. Kalo kebiasaan make fitur AI seperti ini, mereka cuma memghemat budget untuk hardware untuk kamera atau bahkan hardware lain, kemudian ""memalsukan"" performa aslinya menggunakan AI. 

Terus untuk slot MicroSD dihilangin, aku sangat tidak setuju sih. Memang storage HP makin besar, tapi dari yg aku liat, semakin besar storage hp android, semakin besar sistemnya itu makan tempat, rasanya sistemnya itu make persentase untuk menggunakan storage, bukan ukuran fixed atau default. Saya gak mau punya storage 512GB tapi 80Gb digunakan oleh sistem yg gak tau isinya apa, belum lagi tahun ke tahun akan makin besar itu sistem. MicroSD itu penyelamat banget untuk nyimpen file, foto, video jika storage sudah menipis. Jadi masih ada ruang untuk install/update aplikasi untuk tahun ke tahun tanpa harus mengorbankan aplikasi lain yg udh diinstall, foto, video, dan file yg kita punya.",2025-08-03T03:53:06Z,0
@sutanlevs,"Kalo ditinggal tidur semaleman, data mati, tapi baterai juga berkurang gitu apakah wajar?
Kalian biasanya berkurang berapa persen kalo ditinggal tidur semaleman?",2025-07-31T16:47:13Z,0
@handsomesheep5271,"kalo berkurang 1% - 2% masih wajar, ada beberapa apps berjalan di latar belakang juga butuh daya..",2025-08-03T11:20:40Z,0
@sutanlevs,"​@handsomesheep5271 masalahnya kalo berkurangnya lebih dari 7% gimana ya mas. Tapi kalo utk pemakaian hari hari mah normal, malah kaya awet banget. Giliran ditinggal tidur, data mati, bangun pagi2 dah berkurang lumayan banyak 🙈",2025-08-03T11:29:29Z,0
@rhsy8265,"​​@sutanlevs dicek juga aplikasi yang masih berjalan di latar belakang itu aplikasi apa aja mas , terus kondisi saat ditinggal tidur itu dia pake dual sim yang aktif di mana salah satu data selulernya aktif otomatis device juga berusaha nyari sinyal sedangkan kalo pake wifi bisa lebih hemat , bisa juga mode hemat dayanya dihidupin pas mau tidur aja",2025-08-03T15:27:06Z,0
@yoganainprilsinaga24,Setelah 3 bulan pake hp ini jujur bagus banget buat daily driver😊,2025-07-31T13:43:16Z,0
@pipiripskie,om mau nanya merek charger yg bagus dan murah dibanding merek samsung yg 45 watt dan support samsung apa ya om?,2025-07-31T09:23:42Z,0
@akbarkaromi6603,"penangkapan sinyal yang tidak stabil harusnya jadi isu sih , 2025 masih ada kendala seperti itu ?",2025-07-31T06:54:56Z,0
@NiaNilamsari-r2r,Serius tnya.. aq bru beli tp kok tiap videocall kok panas sihh😢,2025-07-30T21:41:14Z,0
@superscylla8423,Perasaan atau apa ya. Layarnya ga anti glare. Mantul mantul gitu cahaya lampu,2025-07-30T02:43:43Z,0
@yanz9811,Ya emg,2025-07-30T21:56:09Z,0
@RzkiPrtma22,"mau nanya mending a56,a55 atau a35,buat sehari hari sama main game",2025-07-29T10:09:21Z,0
@yoganainprilsinaga24,A56 worth it,2025-07-31T13:44:58Z,0
@wildhanursidiq,rekomen charger 25w buat A56 ini temen temen.. yg awet,2025-07-28T19:38:22Z,0
@sandersthing,"Dapet 12/256 di 5,5jt hari ini. 3 bulan sejak rilis lumayan jauh ya harga nya.",2025-07-28T12:15:29Z,0
@bondetmu,Beli dmn bang dpt harga segitu?,2025-08-01T14:49:26Z,0
@sandersthing,@bondetmu sopi bang.,2025-08-01T16:01:59Z,0
@MIlham-n4e,Saya baru beli samsung a56 dapet 1 minggu signalnya lemut koyok tai,2025-07-26T16:05:37Z,0
@bishopkun659,"Coba dong test bandingin ping data seluler saat main game dengan smartphone lain, katanya lumayan tinggi ya buat main game competitive",2025-07-22T08:03:12Z,0
@kadegagung,"Percayalah hp ini panas, heran gw",2025-07-22T00:23:33Z,0
@pawonbanyumas6844,Samsung emg gtu kol body tipis,2025-07-25T10:35:21Z,0
@rosifaris2899,"Jangan heran semua samsung emg gitu. Gak cocok dibawa panas2an aplgi siang hari, mending diemin aja & matikan sinyal. Gk usah di apa2in biar adem & batere sehat. Jaminan pemakaian 100 tahun pasti.",2025-08-04T04:44:56Z,1
@CrosszDragon-c6s9r,"A56 hp utama untuk pemakaian ringan, A52s hp kedua untuk main game berat, karena masih waswas sama performa Exynos😅",2025-07-21T14:58:49Z,0
@zulwiwie6171,Nonton review ini pake samsung galaxi a02s mau upgrade,2025-07-19T10:51:29Z,0
@rosmawati6827,Beli chargernya gimana dan dimana ya? Aku baru pertama ganti hp setelah 6 tahun dari A10 ke A56:)),2025-07-18T14:48:40Z,0
@heryadiwahyudi5414,Kaya bikin podkes pajang bgt durasinya.bikin bete,2025-07-13T21:26:45Z,0
@ayamgorengmailenak,yee gajelas kmu hery,2025-07-18T04:09:26Z,0
@meymiborza77,Kan ada adaptor casan nya Bang,2025-07-13T13:34:26Z,0
@Maikelputrantt,Bg samsung a56 kalau di bandingkan dgn camera iphone 13 pro mana yg lebih bgs bg?,2025-07-11T08:38:00Z,0
@JamianJamian-b3e,Lihat pake a56😅,2025-07-11T00:27:31Z,0
@KurniaAditiya-92,Mau  minta pndapat .lbih baik mana a56 dngn a73  buat bbrpa tahun kdpan?,2025-07-07T23:39:34Z,0
@CrosszDragon-c6s9r,"Kalo ngejar peforma mending A73 meskipun secera skor Antutu dibawah A56, tapi snapdragon 778 lebih setabil ketimbang Exynos 1580
Gua sendiri masih waswas kalo main game berat di A56, lebih sering pakai A52s untuk main game berat",2025-07-21T14:55:41Z,0
@rifkyyraflii,"nonton ini pake A56,sebelumnya ga pernah punya hp ram 8😊",2025-07-06T12:48:15Z,29
@kusoywae5795,gua masih ram 2/32 bang😢,2026-04-20T07:33:52Z,0
@afiftjandrahendarto2012,Untuk penangkapan sinyalnya gmn bang? Apakah nggk sebagus hp lain srperti yg dibilang org2?,2026-04-21T01:45:23Z,0
@Kartson-cc5cd,Ga ada micro sd😢,2025-07-01T17:20:28Z,2
@BlackSupremacist,Pake hp 1 jutaan aja lu 🤣🤣,2025-07-01T18:25:46Z,0
@ellamhrnvs,kalau untuk kamera & jangka panjang lebih baik iPhone 13/Samsung A56 ini ya?,2025-07-01T15:57:45Z,2
@Arzz7,semoga a57 udh dapet 512gb udh lebih dari cukup untuk jangka panjang 😊,2025-06-30T10:19:39Z,1
@MuhammadRafaridhollah,tapi katanya a57 launching nya 2026 bro,2025-06-30T19:10:57Z,0
@Arzz7,lebih baik 8/256 atau 12/256 untuk minimal pemakaian 3 tahun,2025-06-30T01:36:37Z,1
@kevinandretiasyah,12/256,2025-08-14T01:35:16Z,0
@anangsugiarto9258,cameranya bagusan mana kalau dibandingin dengan tecno comon 40 pro,2025-06-29T16:59:27Z,1
@ridhopasaribu9653,Kak..mau nanya utk kabel nya menggunakan 3a atau 5a ya itk samsung a56 ??,2025-06-29T02:14:16Z,1
@Suramadu18,"kelemahan paling berasa soal a56 sinyal.. padahal jaringan Telkomsel tinggal d ibu kota buat TLPan suara kita putus2 Mulu padahal udah d outdoor apalagi buat ngegame soc kenceng tp jaringan jelek ya sm jg boong😂😂 , cas 45w beda tipis sm 25w, pdhal ngecas pake cas ORI Samsung 45w mana mahal bngt😂😂😂😂😂😂😂😂😂",2025-06-23T08:47:26Z,5
@fathir_RailfansSidoarjo,"makanya udah tau ada garis antena malah ditutupin, makanya ngelag KOSYAK",2025-07-24T22:15:12Z,2
@babangb3w0k63,wkwkwkwk​@fathir_RailfansSidoarjo,2025-08-08T03:44:46Z,0
@theanrahaja7851,Udah nanya dulu sm provider nya belum ??,2025-12-16T08:07:40Z,0
@cutemqker,"knp jaman skrg bnyak bgt org yg pgen layar besar untuk smartphone ya? buatku layar kebesaran itu ga nyaman apalagi ini smartphone yg harus praktis setidaknya bisa dipakai 1 tangan paling ideal ya dibawah 6,5 inch layarnya skrg malah besar2 krn permintaan org2 apa krn udah pada ga bisa liat teks ya krn layarnya kekecilan? 😂, mnurutku klo pgen yg besar knp ga sekalian tablet, laptop atau pc aja?",2025-06-21T18:29:45Z,2
@twentyfouh24,"Kalo gw sih lebih suka yg layar gede, selera aja si hehe.",2025-06-25T10:15:42Z,0
@cutemqker,"tergantung tgn mungkin bg tgn gw tu kecil wkwk malah 11/12 sm tg cewe pdhl gw cowo bahkan ada cewe yg tgnnya msih lbih besar dri gw mknya klo megang hp yg diatas 6,5inch itu ga nyaman rasanya dan rata2 hp skrg ukuran segitu susah cri yg mini2 😂​@twentyfouh24",2025-06-25T10:22:31Z,0
@pashadim9643,Hasil fotonya bagusan vivo v50 5G..klw video stabil samsung..,2025-06-18T13:30:43Z,20
@zulhendribasri1,"Kepada Samsung: 
1. Kembalikan slot microSD, 
2. Tingkatkan kualitas kestabilan video.. 

Itu aja..",2025-06-16T06:55:59Z,32
@IksanDX,3. samakan dengan harga A07,2026-05-03T08:00:44Z,0
@FebryHadi-p2h,"Masalah tidak ada slot microsd mungkin samsung sedang merintis peralihan seperti dari sim fisik perlahan akan hilang di ganti e sim penyimpanan juga bakal di ganti sistem cloud yang mungkin lebih aman, terus lobang Jack earphone juga mulai di hilangkan lama lama lobang carger juga hilang",2025-06-15T22:58:49Z,3
@wltc_official,Pakai charger 45 watt a56 aman gk ya? Charger ori beli dr samsung. Katanya pakai 25 watt ya a56?,2025-06-15T17:46:08Z,0
@likanto96,"REKOMENDASI ADAPTER SAMSUNG A56 A36 YANG ORIGINAL BANG, KALAU BELI ONLINE DIMANA?",2025-06-15T05:58:40Z,0
@manchesterunited321,Mana yang baik dengan xiomi 14tpro masih bingun,2025-06-15T02:52:40Z,0
@yusran4745,"Gk ada chargernya...
Gk ada chargernya...
Gk ada dong chargernya... 😂",2025-06-13T08:15:26Z,0
@HaratKaluaku,"minta sarannya dong abang abang semua, lebih bagus a36 atau a55 sih,sekian terima gajih🙏🏿",2025-06-10T01:48:20Z,0
@hendrihermawan746,"Om, saya baru beli A56.. tapi kenapa pas charging dari 15% - 50% tiba2 tidak ngecharge, saya coba charger nya ke hp lain sama mati ga ngecharge, trus saya pake charger yang lain bisa,, setelah 30 mnitan di coba lagi eh bisa ngecharge lagi, tiap hari kaya gitu, saya tukerin lagi charger ori nya ke toko, tapi masih sama kaya gitu, kira2 kenapa ya? Apa charging nya atau hp nya ya?",2025-06-07T14:52:09Z,0
@zansabilhudaianggara1652,Coba periksa di pengaturan baterainya mungkin fitur perlindungan baterainya hidup,2025-06-14T12:10:44Z,0
@dikamanual3588,"unggul mana bang, Oppo Reno 13 apa Samsung a56 ? tahun ini mau beli hp antara 2 itu",2025-06-07T05:05:54Z,0
@annisashofanifauziah_033,Lebih mnding A 56 atau A 36? Trus ada nfc nya ga?,2025-06-06T11:49:42Z,0
@DuniamilikBerdua-y1d,Apakah sudah bisa 60fps,2025-06-06T10:36:17Z,0
@RajaHybrid,Siapapun tolong yakinkan gw mending ini atau 14T :((,2025-06-06T09:18:59Z,0
@SIGMATANIC66,Seri A70an kmn ya.  Kangen gw 😅,2025-06-05T23:20:40Z,0
@ekhaputra7182,Gara2 nonton jagat review akhirnya beli a56 padahal udah ada a25,2025-06-05T01:00:39Z,0
@maulanaqolbi8690,"11.11
waduh paham banget",2025-06-04T16:39:44Z,0
@zaynfishing8327,Sayang sekali tidak ada slot micro SDnya,2025-06-02T20:49:42Z,2
@fachryahmad5907,Ada cas nya ada CAS NYA......DI hp lain 😂,2025-06-01T22:15:50Z,0
@ahmadkarlin4466,Minimal model nya cewek biar gak bosen di lihat,2025-05-31T23:58:52Z,0
@reyviewchannel97,Lah???,2025-06-07T11:05:02Z,1
@BelajarOnlineCerdas,"Terbaik Tapi Belum Sempurna, Jika Memory belum yang ada 512GB..!! Ayoo dunks Samsung kasih dunks yg 513GB biar kita Borong ini HP.",2025-05-31T04:12:18Z,0
@yonaa2003,akan skip nunggu 57 moga2 ada 512 di 57,2025-05-30T14:14:35Z,0
@baidowydowy8834,Kenapa ya kok ngak ada slot micro sd...?,2025-05-30T04:02:01Z,0
