author,comment,publishedAt,likeCount
@waffyarrmusic3265,Go blok​@b_071bagusyanuarf8,2026-01-16T14:55:45Z,0
@ALi_MuFiD_M2Chip,Kalau setiap hari di geber main game gitu mempercepat pengurangan kesehatan baterai nggak sih bang ?,2025-11-04T23:52:25Z,1
@Synin01,"Saran aja untuk test gaming Mobil mendingan pakai Grid autosport, disana grafiknya bisa disetting diluar game kalau di dalam kurang bagus",2025-11-04T19:11:57Z,0
@jarvisofficial1271,"Nonton pake poco F7, satu minggu pake mantap sih emang performa nya minus nya cuma berat doang ini hp wkwk dan besar layar nya",2025-11-01T09:36:47Z,0
@tiankrisnatian23,"Rekam video sambil jalan masih kedutan, heran 🤬",2025-11-10T06:28:37Z,0
@market_higgs,Buat sosmedan mudah anget ya bg,2025-12-26T17:10:28Z,0
@norcale757,Alhamdulillah dapet kebeli juga ni HP,2025-10-29T03:42:39Z,0
@Canlihai25,klo dari f5 upgrade ke f7 worth gak?,2025-10-28T02:00:06Z,0
@alfat1409,w lah pake nanya🗿,2025-10-29T22:46:18Z,0
@KolakaJapan,"istri iphone, suami maen poco aja dah😅",2025-10-26T18:37:28Z,0
@Arsyinurilarsyi,Aduhh aku ngambil Motorola edege 60 pusion aja deh,2025-10-26T10:30:42Z,0
@Jalanninjaku313,"Om, kenapa gak review F7 pro ?",2025-10-25T13:37:08Z,0
@asepharianto1710,"Bang jagat mau mnta pendapat nya. 
Hp 10jtaan mna nih yg ok. 
Pura 80 basic, poco f7 pro, xiaomi 15t pro?? 
Trmkasih",2025-10-22T15:06:06Z,0
@YoungkyNg-zf8qo,"Om,kalo bkn buat gamer cocok gk ni hp ,rncna sy pngen minang.",2025-10-18T16:02:17Z,0
@aripurnomo5628,thanks reviewnya bang,2025-10-13T23:07:06Z,0
@Mapisyairaji,Bismillahirrahmanirrahim kebeli,2025-10-13T06:32:17Z,1
@MrBreew-t1m83z,Poco x6pro masih aja dibawa2 ya wkwk,2025-10-12T06:33:56Z,0
@tuahsakti5430,🎉,2025-10-07T07:04:31Z,0
@ehartperdana262,"Buat saya pribadi pengguna samsung bertahun tahun saya ucapkan selamat tinggal samsung yg pelit chipset dan internal memori. 
Saya dan istri sudah jadi pengguna pocof7dan anak anak sudah pakai infinix semua, good bye samsung.",2025-10-03T02:31:39Z,0
@alexandertanigoro5025,"agak heran, ini nonton pke poco f7
maen pubgm hdr extreme gak panas, smooth 120fps gak panas, gameplay stabil, suhu mentok 38° aja, bahkan main di kamar yg gak ada kipasnya, goodjob poco f7",2025-09-29T18:33:46Z,1
@asaltau8837,cek nya pake thermo gun. biar akurat.,2025-10-03T16:33:08Z,0
@arilaja5853,Punya Poco f6 kalo tukar ke f7 nambah berapa ya bang? Sama sama 12/512 ke 12/512,2025-09-29T13:45:34Z,0
@febryawikwok8785,Mode malamnya gimana ini om kok gada ya,2025-09-29T10:48:24Z,0
@muhammadsyarif89,Buat harian bagus ngga si mau beli tapi biar bisa main game juga,2025-09-27T11:30:57Z,0
@jayatgs8940,"Tahun depan wajib beli ini,,",2025-09-27T10:15:45Z,1
@RexxRijeng-mi1hk,"2 in bang, lagi nabung hehe",2025-10-23T02:57:41Z,0
@noxre2748,walaupun udh beli nih hp tapi gw rela nambah 500k buat bypass charging sayangnya ga ada,2025-09-25T05:50:18Z,0
@AlvinStar-m3x,itu udah 5G kah?,2025-09-25T01:03:53Z,0
@A4OFFICIAL99,Om dedy boleh ngasih masukan ngga?boleh dong coba game bola.karena banyak jg yg main game ini yg lagi nyari Hp,2025-09-23T14:30:33Z,2
@Sumarno-m3x,"Btull, efootball kn,, gmana nih performa hp ni kalau main efootball,",2025-10-27T22:31:29Z,0
@muhaanarkytv1381,Bagusan ini apa Reno 14 ya?,2025-09-22T08:39:03Z,1
@ariesaries6229,"Kameranya jelek, untuk harga sgtu.. Setara infinix harga 3jt",2025-09-22T04:28:23Z,0
@nagatsurahman5065,"Kalau sy mengandalkan kualitas, fitur, baterai badak, jangka panjang walaupun kedua speknya sama sy pilih Redmi turbo 4 pro 16/1TB (jika tdk ada slot micro sd) dari CN dibandingkan Poco F7 (jika budgetnya mampu)",2025-09-21T06:46:08Z,0
@nocomment1010,Tidak ada grafik pengecasannya bang?,2025-09-20T00:11:30Z,0
@redi8358,15:34 nama kipasnya apa?,2025-09-18T21:29:15Z,0
@aliabidinhakim5624,Pakai kipas merek apa tuh bg?,2025-09-17T16:39:45Z,0
@Mudash666,bang coba pas gaming tes mlbb di ganti sm hok (honor of kings) itu game lebih berat di banding mlbb bang #cumasaran,2025-09-14T11:22:07Z,0
@ritoaditya4383,Ok aman,2025-09-14T06:28:09Z,0
@siegheart97,"asli nyaman ini HP , saya sudah coba sendiri.",2025-09-13T02:15:28Z,0
@Fyudistira96,"Bang coba cek F7 nya di sudut layar di 4 sisi, emang kurang responsif apa gimana.
Saya coba test pake touch screen test yang di antutu susah sentuh di 4 sudut layar",2025-09-12T16:18:37Z,0
@nobakung4g63t6,belum ada werles carger yah ini?,2025-09-12T07:37:20Z,0
@ArthurHigh20,Nonton pake poco F6 ❤,2025-09-10T14:17:03Z,0
@syahroddinsyahroddin6798,11:20 2 000 000 AnTuTu,2025-09-10T09:26:35Z,0
@bayezid5255,Stabilizer masuk ke hardware atau software?,2025-09-08T15:19:28Z,0
@ioriyagami3808,"Ada yg bilang ""Kurang ini kurang itu,"" Ya gak bisalah anjir masa mau paket komplit gitu, auto nambah hargalah.",2025-09-06T16:59:51Z,5
@ericochristian6978,"ex user poco F4. emang kenceng sih gila. tapi yang bikin ga nyaman UI nya. sok ngatur. ga demen gue. muter video lgsung disuruh pake mi video, buka pdf lgsung disuruh pake mi browser. lockscreen disuggest live lock mulu. notif dimatiin ntar bisa nyala lagi. getapps bisa nyala sendiri. ikllan dimana2. setelah setahun pake, ga kuat sama UI nya yang berasa ""ngatur"" user. akhirnya pindah ke brand lain yg ui nya bersih. personal preference, kadang kenyamanan diatas kecepatan.",2025-09-05T14:21:15Z,1
@ArthurHigh20,Setuju,2025-09-10T14:19:13Z,0
@ammarramadhan747,Apakah Poco F7 support utk charger 120watt?,2025-09-05T12:57:26Z,1
@never-stop-learnings,Mantap support av1,2025-09-03T06:45:15Z,0
@BestFunny9105ee,"Kamera bagus ini atau f6 bang
Soal performa saya g begitu pertimbangankan
Karena bukan maniak game
Sy hanya butuh yg all rounder terutama bagian kamera suatu saat dibutuhkan sudah ready to use ( tidak shaky depan belakang)",2025-09-02T13:38:55Z,0
@davinyapwardonoyuwono4262,Bang berarti ini hp udah bisa support Ray tracing di Minecraft?,2025-09-02T07:44:03Z,0
@Doge84045,"Dri f3 upgrade ke 14tpro terus downgrade ke f7 gegara motor jebol, cmn gw g ekspek kameranya mantep njir sekilas ga jauh beda ama 14tpro cmn bedanya di fitur leica+bokehnya lbh mantep 14tpro",2025-08-30T09:57:26Z,0
@babylaught,"Awal launching udah nonton reviewnya...
Langsung jatuh cinta ama desainnya...
Moga² bisa segera upgrade dari F4 yg udah berapa tahun juga ini... 😁",2025-08-30T02:30:38Z,0
@AhmadHaidarFadila13,padahal pro video bisa ngurangi jitter pas record video diatas motor😢,2025-08-27T09:25:08Z,0
@BelisLautan,Sampe skrng masih pake FOCO X3 GT udah mau 5thn masih oke aja ..tpi liat Foco F7 jadi mau upgrade 😅😅😅,2025-08-27T09:04:52Z,1
@GracefullGOD,"Lah sama, buat libas game yg sekarang aja masih enteng ini, backdoor aja sama frame doang paling yg jamuran 🤣",2025-09-20T09:24:57Z,0
@mamahjowo,kita sama😂😂😂 x3 GT demen liat f7,2025-09-24T00:29:25Z,0
@RexxRijeng-mi1hk,"Sama bang x3gt, ini otw beli f7 lagi dalam pengiriman🎉",2025-11-01T05:45:13Z,0
@GracefullGOD,"​@RexxRijeng-mi1hk gw galau ini mau beli F7, takut akhir tahun keluar F8 kwkwkw",2025-11-01T06:19:53Z,0
@RexxRijeng-mi1hk,"​@GracefullGODKalo gua f7 sih, soalnya nyesuain budget hehehe, bersyukur dapet f7 juga bang",2025-11-01T09:06:23Z,0
@Fahas02,"pegel gak bang , kan berat",2025-08-24T12:58:00Z,0
@swndwkGwrp,"sebagai user, seminggu pertama rasanya emng agak lebih berat. tapi kebiasaan sih b aja jdinya",2025-09-01T03:01:49Z,0
@NGUFI,"Overall puas bangett pake hp ini, Poco F7 memang the best 🔥🔥🔥",2025-08-24T10:17:16Z,0
@Kitakawanbro,"Kapan give away bang, hp saya masih ram 2gb nih bang",2025-08-24T06:58:19Z,0
@EdiDjunaedi-w3y3r,"Akhirnya bisa tidur 😴 nyenyak, setelah beli hape ini",2025-08-22T23:13:40Z,0
@nopal2433,gimana hpnya?,2025-08-26T16:17:38Z,0
@masjabs1325,kok 14T Pro saya belum bisa genshin 120 fps ya? fitur game boosternya belum kebuka,2025-08-21T05:18:06Z,0
@Faahmiii,"14t pro aja gapunya chip tambahan, kalo mau kek gitu harus ada chip tambahan kayak di iqoo neo 10 atau iqoo seri angka, kalo kasusnya poco ini emang beda padahal dia gak ada chip tambahan tapi bisa, kalo menurut ku poco f7 ini fitur 120fps nya dibebankan di chip 8s gen 4 nya",2025-08-28T06:17:21Z,0
@bhiellaby,"​​@Faahmiiichip tambahan di iqoo itu kbnykn buat AI aja bro, yg bikin dia bisa 120fps itu jelas chipset utamanya 8s gen 4, gw blg gini karena Makai iqoo neo 10 sama f7",2025-08-31T20:53:24Z,0
@HendraSWGAMING,Gas Beli Poco F7...,2025-08-20T08:06:07Z,2
@owenrren,memory extension mending dinyalain atau gausah?,2025-08-18T12:57:15Z,0
@trueprotector6097,13:15 Zilong execute boleh coba nih😂,2025-08-18T01:36:58Z,1
@erwinwicaksono6606,"Akhirnya bisa komen ""nonton review dengan hp yang di review"" 😂",2025-08-13T19:33:23Z,0
@robihnajmudin6424,Lucu sih di beberapa komunitas karna skor antutunya kurang dari claim brandnya Sampek dibawa ke service center 😂😂😂,2025-08-10T14:16:59Z,1
@mdtrandom3829,"Udh pernah pake poco F3 , kesimpulan kurang",2025-08-08T21:41:57Z,0
@kaorichan48,Kurang di apanya bang,2025-08-13T11:17:21Z,0
@zhwerc,"Bg Benar Kah Suara Dari POCO F7, Suara speaker atas nya Bindeng? Gak seimbang, Yang Bawah Suara Lebih Besar?",2025-08-06T22:55:51Z,1
@CapKakiDua,iya,2025-08-07T06:20:06Z,0
@audiodefect007,Kalo aku kok dpt yg seimbang ya,2025-08-09T20:31:07Z,0
@never-stop-learnings,Gacha kah,2025-09-03T06:47:22Z,0
@Iyoore82,"sorry bang mo tanya, maksud 6500mah(standar) tuh apa ya?",2025-08-06T02:51:32Z,0
@renditito8525,"Dari dulu ga pernah make Poco, karena dulu dikasih tau temen kalo Poco itu hp kompor, gampang panas. Pengen nyoba make tapi takut ga awet",2025-08-04T04:15:28Z,0
@rhamaprb,"Tergantung yang pakai aja sih bg, kakak kandungku beli series poco dari 2020 masih aman dan non panas sampek sekarang. Awet banget malahan",2025-08-14T03:19:19Z,1
@muhamadalpin6990,tanpa main game bisa berapa lama yah daya tahan baterai nya? ada yang tau kah?,2025-08-03T22:41:25Z,1
@DaengDzul23,Udh punya iPhone 16 pro gimna dong bang,2025-08-02T11:35:40Z,0
@feivelaxel1976,Ini hp klo di cas dalam keadaan mati emg selalu nyala sendiri kah kak jagat? Atao ada settingannya? Saya gw nemu soalnya.. trs nyari2 tutor nya jg gada gt cara sepaya ttp mati saat pengisian daya..,2025-08-02T07:27:05Z,1
@siswanto9827,8:16 yang itu apa bang 😅😅,2025-07-31T10:57:42Z,0
@ramongaming17,iqoo neo 10,2025-11-09T15:43:52Z,0
@05solah_bleanks,Poco mantap...sampe skarang pake X3 nfc awet allhmdllh pemakain rapih👍,2025-07-29T17:22:08Z,0
@05solah_bleanks,"Sangat jelas, suka banget kalo jagatriview ngeriview...tpi ternyata infinix murah jga sudah bisa wireless charging kayak smartphone flagship👍",2025-07-29T17:21:12Z,0
@jentan2599,Cuma kameran ngga OIS (video pasti gempa) dan prosesor bumi dan langit sama snapdragon 8 ini (bisa main game nintendo switch) klo helio punya infinix buka loading emulator nya aja nge bug,2025-08-25T00:10:03Z,0
@michaelbnm1979,Gak sampai tiga tahun masalah bateri😮,2025-07-29T16:14:55Z,0
@udin_top1239,"Update selanjutnya dari poco F7 kudu dilimit ini bahaya kalau overheat terus terusan, keawetan hardware jadi taruhannya",2025-07-27T19:56:34Z,5
@renaldisitompul4485,Andai aja support wireless charging.,2025-07-27T06:09:34Z,1
@koy2155,Bisa flip video ga pas lagi recorded video,2025-07-26T13:58:57Z,0
@fabianpriya7293,14:30 dah bisa 120fps coy,2025-07-26T12:40:54Z,0
@MbakTemok,Poco F7 pro sama f7 ultra kok ga di-review bg😢😢😢,2025-07-24T13:39:03Z,0
@rahmatkurniawan7644,"resiko body kaca dari zaman dinasti ming juga gitu bro ""OVERHEAT""",2025-07-24T12:50:26Z,0
@rhamaprb,Dinasti ming?,2025-08-14T03:20:35Z,0
@daveraynor,Gantian review yg poco f7 pro dong,2025-07-20T12:14:13Z,2
@aldihudaya5869,Bantu jawab bang lgi bingung nyari hp allround game efootball doang ambil hp Poco x7pro atau Poco F7 ini,2025-07-19T01:20:13Z,0
@SintaVenia-r9z,"Saran dong untuk buat konten mending samsung A56/poco f7, bimbang takut salah pilih",2025-07-18T19:04:30Z,0
@muhammadrafli2057,Ip15,2025-07-23T12:20:42Z,0
@mangaga-p1h,"coba klo ada by pass charg,gelo,si",2025-07-18T16:08:55Z,0
@megaintanoktafia7247,Kalo ini mereknya samsung auto bubar tuh merek² yg lain😅,2025-07-18T15:16:57Z,0
@FarXyz-ID,"sayang banget belum punya bypass charging, padahal pendahulunya punya",2025-07-18T02:43:21Z,0
@komarmandiri,kamera nya masih jedag jedug tuh,2025-07-17T09:44:42Z,0
@aquilapower9300,"Info apakah ada fitur MATOT nya kah? 
Mau ambil F7 takutnya seperti pendahulu banyakan MATOT 😵",2025-07-16T04:18:53Z,0
@ImtyAts-br5vx,Lu main apaan dah sampek matot,2025-07-17T09:46:53Z,0
@aquilapower9300,"​@ImtyAts-br5vx belum pernah megang poco gw bro 😂, makanya tanya"" Sekitar dulu",2025-07-17T11:46:31Z,0
@rhamaprb,"Aman, kakak kandungku pakai poco dari 2020 gk pernah matot. Semua memang tergantung yang pakai aja bang",2025-08-14T03:21:49Z,0
@hanifalekafebriansyah481,Poco f7 apa ada fitur kalo dicas penuh 100% bakal berhenti otomatis,2025-07-15T23:13:31Z,0
@Illyasviel_V.E,"Sayangnya gak ada. Adanya cuma batas Charging sampai 80%. Tapi apa cuma perasaan Gw, dulu di MIUI ada ya? CMIIW",2025-07-25T09:02:28Z,0
@tokofora8783,hp nya panas banget. kl sar valuenya brp mas?,2025-07-15T08:23:43Z,0
@A603D,"#Pérmintaan: Sétélah saya mélihat pérforma gaming Poco F7 yang gahar ini, saya jadi ké pikiran: Gimana jadinya kalau ada chipset khusus ""G!"" (Gaming/Gahar/Garang) seperti SD 8 Elite G! yang pérformanya jauh lébih buas lagi? Saya ada konsep singkatnya di sini: https://youtube.com/shorts/axHixSR-_KU?si=biS-DVK65YkC0PSb 

Mungkin ini bisa jadi evolusi bérikutnya di dunia gaming mobile! 😎",2025-07-14T08:16:27Z,0
@Almaheera,"kedepannya untuk test gaming, pake wuthering waves bang sebagai patokan, genshin udah terlalu ringan",2025-07-13T10:15:38Z,0
@AyangGoyeng02,"Udah punya Poco f5,, nunggu poco f8 aja...",2025-07-12T09:32:47Z,0
@febriramadhan7937,Sudah support esim kah?,2025-07-11T11:50:40Z,0
@Pecinta_Kucing_Indonesia_PKI,Gak,2025-07-14T01:17:56Z,0
@noviaerista6474,gw suka design nya,2025-07-11T10:49:53Z,0
@adityaokta4188,Spill kipasnya ka😂,2025-07-11T00:42:39Z,0
@kyy2110,"Di poco f7 ku kok gk ada yang namanya smart frame rate ama super resolusi ya
9:29",2025-07-10T02:26:08Z,0
@AzuyaRiza1412,Iya nih gw juga gak ada,2025-07-12T09:54:05Z,0
@aldanqr,Khusus game genshin,2025-07-25T12:35:31Z,0
@akainulutfy4027,Buat yang lagi nabung mending sabar dulu sambil nunggu turun harga & momen promo akhir tahun/tahun baru,2025-07-09T19:04:39Z,0
@7om6un40,"Jagat Review, tolong donk bikin perbandingan camera/video antara F7 vs F6, pleaseee.... Krn sy skrg menggunakan F6, dan mau pindah apabila hasil cameranya lbh baik di F7. Kl soal mesin, udh tau F7 unggul. Tp cameranya? 
Thank you.",2025-07-09T17:59:57Z,0
@Bocoralus-69,"HP GACHA 😂😂😂, GARA2 SERI F SMA X 2X HP GUA MATOT PEMAKAYAN NORMAL, MATOT SMUA, BRALIH KE VIVO SKRNG 🎉,",2025-07-09T07:46:48Z,0
@CapKakiDua,vivo apa,2025-08-07T06:22:15Z,0
@rhamaprb,"Temen gw aman kok bang, beli seri yang X. Udh 4 bulan pemakaian aman gk pernah matot, situ paling lagi gk hoki dpt barangnya",2025-08-14T03:24:29Z,0
@masiqvan2477,Yang mau lihat suhu hp 14:49,2025-07-09T03:33:20Z,1
@shidqi1435,UI nya banyak iklan,2025-07-08T17:12:53Z,0
@mikokalipasha,Tumben gak ada mode pro video...,2025-07-08T01:43:22Z,0
@mariusyunior1819,6500mAh.. 5 jutaan. diluar nalar.,2025-07-08T00:25:08Z,0
@sigmagaming-n8g,Kapan ya poco bonusin casing vapor chamber,2025-07-07T15:16:22Z,0
@Anugrah5Ajo,Kameranya bagusan Poco f3 bisa 4k,2025-07-07T08:45:28Z,0
@naufalaby,"Lah sama kocak, ini juga bisa 4K 60 fps",2025-07-08T08:34:54Z,1
@Eci_eci,Yg setuju mesin nya di bongkar mana jempolnya,2025-07-07T04:48:41Z,0
@arofiqramadhan5532,Bikin rekomendasi pendingin buat poco f7 dong bang,2025-07-07T02:16:28Z,0
@MustofaNH,spek leseluruhan pilih f7 tp mslh baterai pilih iqo,2025-07-07T00:49:34Z,0
@yapzor3925,"Bg bagi link coolernya dong, keren",2025-07-06T22:45:09Z,0
@Pecinta_Kucing_Indonesia_PKI,Xiaomi 15 sama Poco F7 Ultra kok gak direview om??,2025-07-06T14:20:55Z,0
@monstarmedia8869,Yah sangat di sayangkan tidak ada Bluetooth Codec LE/LC3 padahal secara hardware dah support loh😞,2025-07-06T11:43:53Z,0
@komalaningsih6552,Insya Alloh ada rejekinya ingin beli,2025-07-06T08:19:24Z,2
@oppoajjawowo,"Om, saya mau tanya:
1. Brp sisa ram ketika hp pertama diunboxing?
2. Brp sisa ram ketika aplikasi sudah terinstal (termasuk aplikasi game, bendmark dll utk buat konten ini)?
3. Apakah Poco F7 ada/pakai dual antena?
4. Dimanual book, tertera tidak garansi utk LCD?
Mhn dibalas ya team jagat atau kawan2 yang sudah punya hp Poco F7...Terima Kasih...",2025-07-06T07:43:42Z,0
@ahmadraif9989,Knapa tak direview POCO F7 Ultra?,2025-07-06T05:06:25Z,0
@Pecinta_Kucing_Indonesia_PKI,"Xiaomi 15 aja gak direview, apalagi F7 Ultra",2025-07-06T14:21:18Z,0
@qtcbbb,"Menurutku, ini hp ya udah lah beli aja.
Panas? Beli cooling udah, modal 100an ribuan juga. Lagian ini soc ga ditahan kek sebelah.",2025-07-06T02:12:15Z,0
@cintabangsa17,"ada fitur dual video gk ya di f7 ?
butuh buat konten kreator, mau ganti dari seri redmi Insyaallah 🤲🏽",2025-07-05T15:07:34Z,0
@Sahammudah990,kenapa dalam video rambut nya ada efek efek putih nya bg? apakah efek dari kamera poco f7 terbaru,2025-07-05T13:45:45Z,0
@trimardians6730,"itel ¢i it¥ 100,ja keren",2025-07-05T12:16:11Z,0
@joshsuadrif9541,naksir yang putih.... mantab bgt,2025-07-05T10:56:03Z,0
@RullyRachman-v5p,Menarik,2025-07-05T10:50:23Z,0
@Nermatoda,9:36 Mommy🤩✨,2025-07-05T08:42:41Z,1
@nanaramadhon3124,"iPhone saja lah, cukup",2025-07-05T06:05:43Z,0
@asroryrizal7417,Kok belum support esim ya,2025-07-05T05:23:16Z,0
@waowones1078,Jelek..!! Buang2 duit..! Gampang overheat klo di pemakaian extra 👎,2025-07-05T04:42:45Z,0
@orangesunset1986,"pernah pake Poco F3 masalahnya di sinyal HP yg suka hilang2 sendiri, di cek imei gak terdetek, bawa ke service center katanya motherboard nya kena. Apa ada yg senasib pengalaman pake Poco nya?",2025-07-05T02:55:42Z,0
@meizut8583,Coba pake spen gw pindah k infinix,2025-07-05T01:49:15Z,0
@AdityaA55,20:39 - 20:43 itu orang apaan bang?,2025-07-04T17:38:18Z,0
@muhammadwibowo-rp9cr,Saya lagi penasaran sama Renot 15 Series sekarang masih Stay di Redmi Note 11 Pro 5G,2025-07-04T16:43:15Z,0
@xkexo_hee,setelah gw tonton gw lebih membeli iqoo neo 10,2025-07-04T15:52:54Z,0
@shinkoyogaming9358,🔥,2025-07-04T15:27:51Z,0
@heilgou,"berbahagialah yg tahun lalu ambil x6 pro, hdr kamera depan belakang masih yg terbaik 🔥",2025-07-04T15:26:28Z,0
@淳于皓,8:10 wkwkkwkwk... senggol om😂😂😂,2025-07-04T14:32:42Z,0
@yusufhartama2236,"terimakasih om, ini sangat membantu banget reviewnya, saya patenkan untuk beli dari link om 
sehat2 om.",2025-07-04T13:43:42Z,0
@ericksenu,"Rekomen gak ya f7 ini untuk gantiin s20 plus. Uda lelah s20 plus nya uda 5tahun lebih😢

Daily usage hanya WA + gaming macam efootball atau fc mobile

Tidak peduli kualitas kamera

Mohon sarannya. Saya blm pernah pake hp cina.",2025-07-04T07:38:36Z,0
@naufalaby,"Menurut saya ini udah oke banget buat gaming, tinggal beli cooling pad aja, walaupun ga ada fitur bypass charging.",2025-07-08T08:36:55Z,0
@swndwkGwrp,Disini siapa yg pengen upgrade dri f6 ke f7 🖐️😄,2025-07-03T18:48:37Z,0
@DEWAJASSIN,"Beli hp jutaan di gaskan ,beli cooler ratusan ribu dia enggan. Menyala poco ku 🤟",2025-07-03T16:00:10Z,0
@ilyusang,"Nunggu barang nya dateng, buat nemenin S24 😢",2025-07-03T15:17:27Z,1
@xxvier18,akhirnya gak pake model kamera cilok,2025-07-03T13:06:23Z,0
@galuhfamily2909,Apakah ada esimnya?,2025-07-03T05:59:49Z,0
@juliopandika27,saran dong bang mending F7 atau X7,2025-07-03T04:27:09Z,1
@AL.Utamiii,"aduhh kukira masih lama, jd udh beli poco f6 bulan kemarin😢 pengen f7 lebih bagus desainnya timbang f6",2025-07-03T02:28:47Z,0
@rioardana3991,Seri pro sma ultra tdk direview bang?,2025-07-03T02:13:26Z,0
@Pecinta_Kucing_Indonesia_PKI,"Xiaomi 15 aja gak direview, apalagi yang ini",2025-07-06T14:22:09Z,0
@ryfojuan7114,yg putih lebih aesthetic,2025-07-02T18:42:54Z,0
@mush-be,"om poco panik, ngejatuhin harga pasar banget.
nyesel ga nyesel gua beli series F6 12/512.
khusus buat kalian yg mau hp cuma game doang saat ini, tunggu 3-6 bulan aja ntar juga ada lagi diatasnya. harga jual lagi udah kaya motor Szk jatoh.

padahal hp merk mid range, rilis barunya kaga pake REM",2025-07-02T10:10:46Z,0
@mrbenzinfo3119,Ini bisa eSim ga?,2025-07-02T08:53:44Z,0
@Pecinta_Kucing_Indonesia_PKI,Cek di menit 28:53,2025-07-06T14:23:13Z,0
@maulahiburan963,Saya blm pernah pakai hp dari keluarga xiaomi. Tp kali ini seperti nya pengen nyoba.. f7 ini memang jos. Sd 8s gen 4 di tambah desain keren bgt.. tanpa iklan pula..auto beli seperti nya buat ganti iqoo z9 5G,2025-07-02T07:25:03Z,7
