author,comment,publishedAt,likeCount
@abdurohman7600,"Wkwk komen pake Galaxy A52, baru beli BNIB pas 10.10",2022-10-28T03:29:33Z,0
@hassanbasseei9697,Om Deddy saya ada pertanyaan dalam keseharian saya sama teman saya punya Samsung a52 sama cuman beda performa gaming nya perbedaan nya di external 128 sama 256 yg di di 256 lebih stabil performa gaming nya,2022-10-23T04:41:52Z,0
@aldous648,SD 720G kok gk bisa ultra di mobile legend?,2022-10-10T08:21:47Z,0
@bungamawar5328,"Allahumma sholli alla muhammad, mau beli ini di tahun 2022 semoga kesampean.. Aamiin. (but i'm so confused to decide between samsung a52 or a33, affordable budgetly)",2022-07-07T05:32:37Z,0
@raydats7601,Saya dulu beli a5 2016 harganya 5 jutaan padahal speknya pelit sekali sekarng speknya tinggi harganya murah lagi,2022-06-24T01:37:49Z,0
@ndentetainment5053,Kalo menangkap wifi kta nya susah ya,2022-05-03T02:34:27Z,0
@adytebe,Lah punya saya dapet case mas.,2022-04-12T06:54:09Z,0
@nicholasps28,A52 tetep keren walau udh 1 tahun sejak launching 😍,2022-04-02T19:03:06Z,1
@sthivanbonar7612,Masih ttp wort it lah sampai 2 thn kedepan,2022-04-21T04:47:41Z,0
@nicholasps28,@sthivanbonar7612 yes,2023-07-14T21:25:46Z,0
@CANDRASHINCAN,Mau tanya menurut Abang bagus Prosesor Exynos apa dimensity apa kirin. Dari yang bagus ke jelek🙏🏻 mohon dijawab,2022-03-23T10:04:27Z,0
@L_U_elyu,"Tergantung, karena Serinya banyak dari Entry sampai flagship. Soal performa dan Grafis, Snapdragon Masih Terdepan.",2022-10-17T11:43:05Z,0
@CANDRASHINCAN,@L_U_elyu dan kekurangan SD panas.,2022-10-18T06:22:16Z,0
@L_U_elyu,"@CANDRASHINCAN gak juga. Malah Ada yang Jadi Paling bagus, Cth : 865. Lalu ada 778G.",2022-10-18T07:42:36Z,0
@naufalfirdaus7197,Bismillahirrahmanirrahim 2022 Samsung a52,2022-03-19T11:30:34Z,1
@PENGGIATTUTORIAL,Serius nih,2022-03-19T13:51:19Z,0
@Wakaranai-,masih mending poco x3 pro kalo buat ngegame 🔥,2022-02-01T03:32:31Z,1
@absurdhumor5950,"Iya Rizal gaming, moga kmu jadi youtuber fre fair",2022-06-22T04:42:21Z,0
@phinokio10,Buat game fifa grafik ulrta mampu gak,2022-02-01T03:25:18Z,0
@pelukissejati26,Menurut Om pilih samsung A52 atau oppo reno 6..???,2022-01-16T14:35:54Z,0
@pudheallchanel7716,Wooooowwwwwwwww riview nyaaaa sya suka.. ayo bng teruskn bru x ini dpt chanel yang riview yang bagus melebihi gedgetin tpi syng saya blm tau chanel ini apa bakal bnr bnr jujur ngeriview gedget dengan kelebihan dan kekurangn nya tetap ku pantau.. saran nya bng harus lebih jujur buat ngeriview gedget smngaaattt 🥰,2022-01-14T05:12:45Z,0
@maspaijo48_paijo75,"Tidak butuh Highspect.. cukup standard hardware, Camera Gengsi, Ui terbaik dan Jangan Lupa IP rating 67.. Xiomi Oppo realme harga segitu mah Lewat !!!!",2022-01-11T09:12:22Z,0
@rafaathalla6879,"Kalian ngerasa gasi, kl main gem fps kek codm atau pubg analog dn sensinya agk delay?",2022-01-10T15:54:59Z,0
@saptonugroho4275,Bang test a52s 25 game,2022-01-06T15:09:50Z,0
@mutmainnah5229,Jagad review. Review terpercaya,2022-01-01T23:37:22Z,0
@sofwanabdulaziz2051,"Tidak ada review yang lebih lengkap dari ini,  mantapppp,  maju terus sukses selalu jagat review",2021-12-30T16:09:07Z,1
@rizkihidayatullah5552,Bang buat streaming gam bagus ga bang,2021-12-28T23:32:34Z,0
@yorozuyafc8374,"Kalau test game, saya harap pes mobile jg d masukkan",2021-12-12T23:31:53Z,0
@IndraSaputra-tt9rx,Apakah ada scan documen di Samsung A52 ini?,2021-12-04T14:43:32Z,0
@eksploretengahmalam3520,Bang klw dikamera utama utk perekaman video stabilizernya diaktifin ko jdi agak redup ya ketimbang dinonaktifin,2021-12-01T17:22:18Z,0
@irvanalikusuma6373,"Min yg klo samsung galaxy A52 ram 8/256 tuh ada tidak, ram tambahan. Seperti di samsung a52s?",2021-11-24T08:46:54Z,0
@defhacreation5591,"A52 ini masih aman ya Bang untuk Main Game Genshin Impact,,,?",2021-11-22T03:01:18Z,0
@defhacreation5591,Jagat Review Mantaaap. Terima Kasih Bang Ded,2021-11-22T02:54:19Z,0
@bryanchannel8,Mending mana ya realme GT master edition or samsung a52 ini? Bingung wkwkk,2021-11-21T18:21:02Z,0
@rajaandika6159,Apakah Fitur IP67 Amat Kemasukkan Air,2021-11-10T04:00:40Z,0
@dlt12.gaming,"IP67 = 6 artinya bisa kedap debu, 7 artinya bisa dicemplungin max. 1m dalam 30 menit.",2021-11-10T10:46:32Z,0
@rajaandika6159,Berarti Gak Sama Dengan Fitur IP53 Ya Mas,2021-11-10T11:27:25Z,0
@dlt12.gaming,"18:02 kudos ke Om Dedy yg telah uji gaming Sky: Children of the Light pada sebuah HP 👏 soalnya gaada atau jarang ada reviewer HP lokal yg telah uji gaming dengan game itu, paling kl mau tes gaming berat, arahnya ke Genshin soalnya itu udh pilihan populer drpd Sky (mungkin wajar sebagai game indie). Aku udh pernah main Sky sejak Season of Enchantment di Mi A1, dan Sky itu udh termasuk game berat tapi sebenarnya ga seberat Genshin. Mudah""an ada banyak reviewer HP disini bisa melakukan tes gamingnya yg termasuk Sky...",2021-11-03T03:30:28Z,7
@GeRiPlay,Om s20fe gk da lanjutan nya ya?,2021-10-16T22:16:02Z,0
@bellzebub_editz,9:14 ada game shadow fight 3 tapi gak di tes,2021-10-12T15:50:23Z,1
@dandi_suwandi2346,Fix gw demen bener ampe skrng hp samsung ini Buy lah insha allah,2021-10-10T07:21:02Z,0
@slimeYy1,Kalo test game coba tes ledakin 1000 tnt di Minecraft biar greget,2021-10-03T11:39:34Z,0
@michael3294,"Sedikit informasi om 10:29
Display Quality tidak perlu HD, dan ULTRA tetap jalan (y)
Overall, mantap review nya om, sukses selaluuu :D",2021-10-03T09:45:16Z,0
@dikiwahyudi2510,Sekarang pake A52 gak bg? Masih bisa ultra gak sekarang abis update nih,2021-10-13T13:49:11Z,0
@michael3294,"@dikiwahyudi2510 Bisa bang, Resolusi Ultra bisa jalan. Cuman untuk Display Quality tetap mentok di "" + "", belum bisa HD
Particle Quality bisa Extreme
HFR Mode bs aktif di tab Battlefield Setting (Uda pindah tempat untuk settingan High Frame Rate Mode nya, bukan bersamaan dengan Display Quality dkk lagi bg)",2021-10-13T15:34:09Z,0
@dikiwahyudi2510,@michael3294 thanks ingfo bg,2021-10-13T17:03:31Z,0
@Always_Smile322,Suhu nya berapaan om??,2021-09-30T04:25:03Z,0
@bunse5787,"Mungkin ada yg udah pake main pubg, A52 kalo di bawa main pubg 30 menitan itu batrenya habis berapa, ya?",2021-09-21T21:04:21Z,0
@ASIAN_BAND.,"SPESIFIKASI SAMSUNG A52.S

# IP67 anti aerr guys d cuci bisa
# Layar amoled 6.5 PASTI tajem
# layar 120Hz pasti smoth
# camera joss lah.kaga ragu
# chipset snap.778 enteng game
# jaringannya 5G pasti ngebut
# ram bear 8/256 bisa d plus
# dual sepeker stereo besar kenceng
# batrai 4.500 stand pemakaian
# ngecas penuh cuman 1.5 jam cpet
# Ada colokan headset juga bagus
# Dan udah android terbaru.woke
# soal utama desain udah joss jos

Siapkan uang lalu belie deh😁",2021-09-20T22:41:50Z,1
@fauzulabied1312,"Bang mau saran dong, dari sektor kamera lebih bagus mana Samsung a32 vs Redmi note 9 pro ?
Tolong sarannya ya bang🙏🙏🤗",2021-09-16T14:42:12Z,1
@faizkanz5021,A32 banget kalo bukan gamers,2022-06-10T13:08:10Z,0
@sintafebryanty2686,"Making bingung ambil 
Reno 6 , Vivo v21 atau Samsung a52",2021-09-08T05:18:34Z,0
@skybluemaygame5150,"masih mending

 redmi note 9 pro.....
-chipset mirip
-layar ok banget walo ips masih ngelawan amoled kelas tengah
-ngecas cepat
-baterai awet video playback 27jam
-nfc
-kamera bagus... apalagi+gcam
-harga sudah murah...
daily driver saya beberapa bulan ini..
dari pagi bangun tidur sampai malam tidur lagi masih kuat baterai...",2021-09-07T16:15:19Z,0
@rijckyjulianmulyady6352,"Dijual dijual samsung a52 8/128gb white baru dua hari pake, bisa cod atau rekber. 4.5 aja.",2021-09-05T10:56:52Z,0
@tmnaufalakbar,Ml waktu war ada drop frame nggk bang,2021-08-31T12:18:03Z,0
@faridanurkhasanah3690,Harga offline sekarang berapa ya yg a52 dan a72? Plis kasih tau,2021-08-28T23:00:40Z,0
@wiekecomel9345,"Brand dg kualitas terburuk saat memainkan game bila dibandingkan dengan brand lain dg chipset yg sama, jangan beli samsung buat main game 😂",2021-08-27T19:02:01Z,0
@micoxl4728,Tes game fgo juga om 😀,2021-08-18T17:00:43Z,0
@dikaindriana9371,Instagram di samsung A52 kenapa ga bisa repost story orang yah? Ada yg mengalami hal yg sama ga? Padahal udah d update semua.,2021-08-11T04:31:39Z,0
@kangraden6283,Sound nya ada Dolby Atmos nya gak om...??,2021-08-11T02:33:55Z,0
@fachrudinarrozi,Karena backdoornya plastik apakah gampang berjamur om ded?,2021-08-10T13:31:41Z,0
@Zenxiao-,18:56 wkwkkwkw,2021-08-09T07:10:18Z,0
@dawinavanessa9751,Ku tertarik dgn HP samsung a57,2021-08-04T19:06:08Z,0
@dawinavanessa9751,Om admin ku kn punya HP xiaomi mi10 t pro sangat mencewakn koneksi internet y sinyal Wifi y suka eror main game suka bug leg padahal ram y gede bgt internal y camera y sangat kurang bagus di harga 7 juta lbh. Snaprogon y kaya y abal abal deh HP xiaomi. Bahkn keyboard y huruf A ya suka eror hilang huruf A dan tombol ubh huruf y. Dan burik y lgi layarnya HP xiaomi mau yg murah HP xiaomi y mahal bikin SAKIT MATA.hp xiaomi saat download sama aja kaya 4 g biasa. Main game setting rata kanan grafis game burik ga wow g bagus grafis rata kanan mentok seperti grafis medium tengah. Ku jdi pengen beli samsung a52 hp xiaomi ku ku jual ja,2021-08-04T19:05:49Z,0
@wildanalfikqi1853,"Thanks bang, udh nyobain game aov di hp ini

Blum bs rata kanan ya bang hp ini?",2021-08-02T09:02:18Z,0
@faisalaris7,"sangat terbantu dan penjelasan yg lengkap, mantab
request review galaxy note 9",2021-07-29T18:49:00Z,1
@tettyfransiskasinaga149,"Samsung a52 dipake sambil di charge, soak ga batrenya guys?",2021-07-29T11:19:17Z,0
@devidjuliansyah536,Akhir ada game yg di mainkan juga.Pes 2021 😀 16.05,2021-07-23T22:56:15Z,1
@kby361,Ml belum ultra 😭,2021-07-23T04:08:54Z,0
@wanchannel8313,Izin subcribe bang 😂,2021-07-22T11:37:30Z,0
@Kia_Junior,A52 ato poco f3 lebih worth it?,2021-07-22T07:19:38Z,0
@ayyubbwzrr7597,A52,2021-09-07T17:29:24Z,0
@booyabdul4287,Panas gak bang batre nya,2021-07-21T08:28:59Z,0
@andristwan6751,"om serius nanya soalnya mau beli tp masi ragu dengan perbedaannya A52 dan A72.
dichanel sebelah bilang batre dan charger nyatanya sama aja walaupun tertulis beda 25W dan 15W, 5000mAh dan 4500mAh. makasi jawabannya om",2021-07-19T06:27:55Z,0
@pramudyachandra3100,"Saya juga pake A7 2017, knapa untuk internet A52 sedikit lbh lemot ya? Padahal provider & paket internetnya sama pake Telkomsel.. Brgkali ada bocoran dari samsung? Makasih sbelumnya om ..",2021-07-18T06:39:10Z,0
@danzcute09,Ini masih 4G?,2021-07-14T15:51:03Z,0
@michaeloey5793,"wah saya beli dpet case, hoki dong wkwkwk",2021-07-14T14:54:30Z,1
@diorafliandrea3044,Thankyou ngab. Ini baru penjelasan lengkapnye. 🔥🔥🔥,2021-07-12T19:24:13Z,0
@wellyekacharisma2983,Samsung A52 ato Nova 5t om?? Mau beli bingung. Tolong bantu ya 🙏,2021-07-12T08:55:51Z,0
@Juniantobaka1,Knp gk bs dpake antutu di smsung a52 bang,2021-07-10T16:45:44Z,0
@AdityaIndraDana,3:07 To the point,2021-07-10T11:35:16Z,1
@m.schannel423,"mengecewakannya kenapa gk dapet handsfree sama sim hybrid sih, kalo yg lainnya ok lah",2021-07-03T17:11:07Z,0
@gedearjun3670,Layak ni berarti hp cuma main ML doang,2021-07-01T08:26:38Z,0
@viynnnt5916,Minta caranya dong kemarin abis beli a52 pas download genshin kok grafik nya kayak 16 bit ya jadi jelek grafiknga titik titik gimana biar bagus,2021-06-19T14:30:06Z,0
@good_luq4835,A52 apa POCO F3 bang 🙌,2021-06-16T11:30:35Z,0
@grearisky3911,"Ini hpku doang apa emang beda ya, aku pke a52 8/256 main genshin kok rasanya gak playable ya. Trus game mmorpg online kan harusnya enteng ya, aku coba main pw mobile setting smooth aja masih patah2. Ada saran gak?",2021-06-15T05:49:13Z,2
@sherlyzakeisha8986,sama  kok,2021-11-07T12:05:43Z,0
@papabilan9354,"Om ded, mw nanya kl a52 ini sy cas pke charger ori bawaan samsnung note 10 yg 25 watt aman gk? Apa gk cpet buat drop btraix",2021-06-11T06:40:32Z,0
@dedechantiq1783,Aku mau beli jaket uniqlo aja,2021-06-09T19:38:45Z,0
@satutv_pertanian,Lagi2 suka dgn reviewnya 😊😊👍👍🙏,2021-06-08T03:33:25Z,0
@daffajulyandam5443,"pak dosen, review a32 5g nya juga dong, secara perbedaan soc yg 5g sudah dimensity 720 dan yg non 5g masih pake mtk g80, review perbandingan gamingnya juga dong pak dosen, makasih",2021-06-07T07:34:36Z,2
@danzpratama8775,Batrai awet ga pake main game?,2021-06-07T06:09:10Z,0
@nenisunarnih4026,komprehensif bangettt cakeuppp,2021-06-06T16:18:38Z,0
@danzpratama8775,"Bang sama vivo v20 bagus mana ya, buat main game",2021-06-06T06:30:18Z,0
@fajarerliyan6988,"Knp samsung A52 dan A72 kok blm d support ama 5G telkomsel?
Sedangkan A32 kok udah support",2021-06-06T04:32:17Z,0
@aldipermadi2569,"Nanti juga rilis kok yang A52/A72 yang support 5G, tunggu aja..

Kalo di luar negeri udah yang 5G nya, Indonesia memang selalu terlambat rilisnya..",2021-06-11T03:15:48Z,2
@supriantc,Hp ini apakah sudah support 5G bang ?,2021-06-06T04:29:11Z,0
@aldipermadi2569,"Belum, nanti juga rilis katanya yang 5G",2021-06-11T03:16:19Z,1
@fedboy21,"Knp slalu pubg dan mobile legend untuk tesnya....coba dong tes di game war robots...itu grafik dan detailnya paling gila, saya lg nyari hp yg kuat ngangkat itu game",2021-06-04T20:04:59Z,0
@Abum93,"Alhamdulilah, terimakasih pak. Materinya sangat lengkap dan jelas 🙏",2021-06-04T14:56:41Z,1
@MrCecetea,Saya lagi nonton pake A52,2021-06-03T10:32:20Z,0
@doniwirman8873,Mending ini ap realme 8 pro ? Serius nanya 🙏🏻,2021-06-02T13:53:40Z,0
@ulickgtr,"Pantes mahal , pake OIS (hardware) dan IP67 🤣",2021-06-01T19:04:01Z,1
@adajuga6834,"Plis minta pendapat kesemuanya lebih mending ambil samsung a52 256gb atau Poco F3 256gb? Soalx klw Samsung suka dng Kameranya dan IP67 nya hanya untuk Chipsetnya kurang, mau ambil Poco F3 yg Chipsetnya gak main2 tapi ktax banyak Bug seperti bug delay. Plis mnta pendapatx semua",2021-05-29T18:13:00Z,1
@aldipermadi2569,"Tergantung kebutuhan bro, kalo lu suka kamera dan IP67 pilih Samsung, kalo suka main game pilih  Poco F3",2021-06-11T03:17:26Z,1
@adajuga6834,@aldipermadi2569 klw masalah bug d Poco F3 itu g mna bro?,2021-06-11T04:51:13Z,0
@rahmanwibi402,gimana cara pesen produk uniqlo nya bang?,2021-05-29T16:33:59Z,0
@Davidshtgl,Ga percuma gue subscribe. Review jagat paling joss dah ah.. komplit plit plit!!,2021-05-28T08:26:50Z,0
@m.taufikh8618,Bang kalau cas Samsung a52 dengan 25 Watt itu berapa menit lamanya sampai penuh?,2021-05-24T08:53:03Z,0
@ekoafdicahyono6049,A series samsung mantab....👍👍👍dana nggk cukup untuk Samsung A72 Paling tidak dapat adiknya samsung A52. Trimakasih jagad Review Atas infonya yang sangat detail sehat sukses selalu.🙏🙏🙏,2021-05-23T09:43:04Z,1
@yogapranata1528,Ini a52 memory nya pake ufs brp ya?,2021-05-23T04:27:38Z,0
@dodiksujatmiko,"Perbandingan samsung a52 dan poco f3 bang , harganya sama bingung jadinya",2021-05-21T09:12:53Z,0
@adilgp_5487,Spek pc nya?,2021-05-21T01:29:04Z,0
@mochamaddzaki32,Buat Pubg pasangin gfx tool bisa ga sih biar Fps extreme?,2021-05-19T19:06:58Z,0
@fathulwahab7534,Akhirnya saya tau skrng beli di mana jaket yg suka dipake si Om. Otw belii wkwkw,2021-05-19T13:53:58Z,0
@Papaugeulis,Untuk Game mending A52 atau Poco X3 Pro ?,2021-05-18T16:04:04Z,1
@nickyledion,Gini aja bang ada harga ada barang. Klu liat speaknya semua ad plus minusnya. Jdi kmbli lgi sesuakian kebutuhan.,2021-06-03T14:55:22Z,0
@Papaugeulis,"@nickyledion itu dia duitnya ada, makanya nanya pendapat mending mana??",2021-06-03T15:13:30Z,0
@ekoyuliantono4982,Terusik dengan kehadiran poco x3 pro dan poco f3,2021-05-18T04:13:36Z,0
@anaalo509,"Bos,saya mau tanya nih apakah hp samsung a52 cepat panas,tolong di balas Bos",2021-05-18T02:02:06Z,0
@duniamobilananakanak4021,Harga charger samsung 25 wat ori brpa ya,2021-05-17T22:25:26Z,0
@duniamobilananakanak4021,Semoga terbeli bulan depan a52,2021-05-17T14:24:31Z,0
@flowersky5452,Bang jagat review  ..suaranya baguz seperti penyiar radio,2021-05-16T18:35:07Z,1
@ivan7386,mantap ada minecraft,2021-05-16T18:29:17Z,1
@RamadhanFerry,A untuk Ah mntap,2021-05-16T01:58:11Z,0
@muhfarhann07,Lagi nunggu turun harga😅,2021-05-15T03:35:21Z,0
@asiixynoir9168,bang samsung A52 ada slot micro SDA nya enggak?,2021-05-13T03:18:31Z,1
@Kim_in,Ada,2021-05-15T07:53:34Z,0
@asiixynoir9168,@Kim_in kamu punya kah?...(oke makasih),2021-05-15T08:05:37Z,1
@Kim_in,@asiixynoir9168 punya,2021-05-15T08:20:01Z,0
@frst801,"Om mau nanya, klo misalnya pake charger 30 w, kan hp support nya 25w, brti masuk nya tetep 25 w yaa om",2021-05-13T01:46:47Z,0
@bryantmoses3909,bapak cocok jadi guru pak,2021-05-12T18:20:40Z,0
@hartaardinata3957,Bener ga nih mau ada a52 5g indo????,2021-05-11T08:33:23Z,1
@jasjesjos7040,"mantap, terima kasih banyak untuk reviewnya
request ada test game AR seperti pokemon go, inggress atau harry potter ... apakah sudah ada fitur AR scanning atau tidak
terima kasih banyak",2021-05-10T19:39:37Z,0
@Rrein0014,"Mau nnya soal game booster di samsung galaxy A52, itu wajib dipake ga kalo pas main game ? Ada yg bilang itu bisa nurunin fps pas main game terutama pubgm, kalo genshin gmna ya ?",2021-05-10T06:17:16Z,0
@syahrulpurnama2267,Mengatasi analog yg sering lepas sendiri kalo main ML gimana ya?,2021-05-06T22:22:48Z,1
@fallenzy.314,Makasih bang udah test gaming. Bakal jadi incaran si A52,2021-05-04T02:36:15Z,0
@andicoaryanugraha7029,Klo menurut gua Samsung A series masih nanggung,2021-05-02T08:12:38Z,0
@tantantanzanilmuslim3005,"Mau tanya dong Bang ,, apaka Samsung a52  bisa rekam dual Vidio ??? Terimakasih sbelumya yng sudah jawab",2021-05-01T13:47:17Z,0
@strwjgr,Pak di mobile legend apakah ga bisa tembus 90fps atau emang ke lock 60 fps?,2021-04-30T21:13:30Z,0
@andriebadriawan,"Q seneng banget sama om ini
Penjelasan sangat baik dan jelas
Moga cepet 1JT subscribermu OM 🙏🏻🙏🏻",2021-04-30T05:04:32Z,1
@anggamaulana1909,bakal meledak ni hpnya hahahaha,2021-04-30T02:57:42Z,1
@saktianpamungkas836,"Gua baru beli a52, apakah memang g ada icon headset saat headset d pasang?",2021-04-29T18:07:42Z,2
@kelvinsantosa,Iya bro gw jg sama,2021-04-29T20:19:03Z,0
@kelvinsantosa,Buat ngegame suka framedrop gk lu bro? Hp gw pubg aja framedropnya sampe 24fps hahaha,2021-04-29T20:19:40Z,0
@saktianpamungkas836,@kelvinsantosa iya bro sama,2021-04-29T20:58:58Z,0
@saktianpamungkas836,"@kelvinsantosa tpi lumayan lah bro gua ga nyesel juga beli ni hp, klo buat pemakaian santay enak bnget di mata tpi klo buat game sihh kurang",2021-04-29T21:03:45Z,0
@joypopz2267,Emang gaada untuk semua hp samsung,2021-05-02T11:54:38Z,0
@dandiwahyu1346,Sory bang rekomendasi mending A 52 atau reno 5,2021-04-29T15:12:34Z,1
@JxBluebird,"Samsung ini selalu pinter buat hp yg balance kualitas dan fitur nya, ga overpower kaya merk2 sebelah tapi mangkas banyak hal juga",2021-04-29T12:27:05Z,10
@maduran3363,Bang kenapa punya ku pas di charge kok berdesis di bagian charger nya ?,2021-04-28T22:58:39Z,0
@yahyaadiguna4138,Masih bertahan pakai samsung a50,2021-04-28T20:17:43Z,0
@madddog2193,Kira kira ada kendala ghost touch nya gak? Soalnya saya a50s ada ghost touch,2021-04-28T02:40:14Z,0
@arifbasuki2244,Ini dah suport 5g belum mz ded,2021-04-27T08:27:37Z,0
@mantumu9627,Review game kayak gini di poco x3pro dan f3,2021-04-27T05:43:27Z,0
@tachibana_kaede,"bang bikin video versus dong dengan smartphone sesama snapdragon 720g atau terserah asal SoC nya sama, pengen tahu apakah SoC sama tapi beda produsen juga mempengaruhi performa smartphone (catatan: ram harus sama, kalau internal storage boleh beda) please di bikin dong penasaran",2021-04-27T03:57:00Z,0
@muhammadfaturrachman8327,Makasih jagat akhirnya milih a52 buat upgrade dari a5 2017,2021-04-26T12:46:16Z,0
@fauzir2651,Bro Kalo main genshin impact frame drop Gak saat battle,2021-06-15T12:35:26Z,0
@muhammadfaturrachman8327,"@fauzir2651 aku nggak main genshin di hape bro, paling mentok cod m ama pubg m",2021-06-17T11:57:11Z,0
@naufalabror7864,@muhammadfaturrachman8327 cod m sama pubgm ada kendala bro?,2021-07-06T14:47:37Z,0
@tensazangetsu6695,"nimbrung. saya pake a52 ini mulai jumat tgl 16 april.. disebut td di reviewnya a52 ga dpt casing. pdhal dpt. yg ga dpt itu earpiece/headset. dan ngecas pake charger bawaan (persis punya a50, hp lama) panasnya di hp+kepala charger lumayan kerasa. sdg kl dicas pake bawaan A71 yg 25W, tulisannya jd super fast charging dan hp adem2 aja, kepala chargernya anget menuju panas hehehe.... tersasar ke sini gara2 kmaren liat review poco x3 pro, mau nyari yg f3 tp iseng nyari a52, eh ada reviewnya hehehe",2021-04-25T04:34:00Z,2
@abdullahishak7567,"Di Jagat Review buat 720G EPEP keentengan, Di Sadapin Tekno buat 860 EPEP game Paling Berat",2021-04-24T00:27:27Z,0
@laluikchannel4742,Hmm pes 2021 ga bisa grafik high ya😕,2021-04-21T06:49:11Z,0
@laluikchannel4742,Panjang lama capek nonton nya tapi ga bosen,2021-04-21T06:22:49Z,0
@sayaseorangpelaut8360,Kok a52 saya laya framdrop stutter gitu ya kenapa om awal awal dulu ngga,2021-04-21T05:06:56Z,0
@AK--cb9ox,"Yang membedakan Samsung dengan brand lainnya adalah Samsung gak terlalu banyak gimmick dan smoothness refinement Operating Systemnya nyaman sekali, terlebih lagi softwarenya dapet support jangka yang lumayan lama. Jadi jangan ngenilai sesuatu dengan kertas spesifikasi, tapi dari kegunaan dan experience menggunakannya. Inget, beli HP sesuai kebutuhan, karena teknologi semakin banyak yang baru dan harga HP turun.",2021-04-20T16:14:10Z,1
@joypopz2267,+Samsung ga mendang-mending,2021-05-02T11:55:42Z,0
@ahmadrifai8303,Dibanding note 10 pro kalo buat geming mending yg mana ?,2021-04-19T07:57:51Z,0
@rehanmauliansyah7192,Samsung a52 saya pas dicek  cpu z chipset yg dipake 732g bukan 720g binggung saya,2021-04-19T02:51:51Z,0
@sebastianussembara3463,Samsung A52 or Poco X3 PRO ?,2021-04-18T18:01:18Z,0
@joypopz2267,"Buat gaming Poco x3 pro, all rounder A52",2021-05-02T11:56:19Z,0
@andriencis1941,Bang samsung a52 yg dukung jaringan 5g dijual diindonesia ga,2021-04-18T13:39:35Z,0
@ayt6812,Mewah si:v,2021-04-18T13:33:42Z,1
@AldoniSinaga,ada yang dapat masalah touchscreen nya ga sih ? kalau main game analog sering tereset touch screen nya ( ga ke sentuh layarnya),2021-04-18T06:13:12Z,0
@aldyyylla1289,Masih seperti itu gak mas?saya mau beli tapi kok banyak yang kendalain masalah yang sama,2021-08-08T11:46:55Z,0
@bluemongkey,"""seperti kami yang sehari-hari memakai handphone premium"" mau dong kerja di JR Tv.",2021-04-17T11:58:04Z,1
@pelangi21st,Om kalo beli tahun depan masih worth it kan ?,2021-04-17T06:48:02Z,0
@youkupenda5169,Video nya di awali dengan curhatnya om dedy hehe,2021-04-17T04:41:21Z,0
@ihsanmuhammad1635,Bg bagusan oppo reno 5 atau galaxy a52 test game berat,2021-04-16T23:02:44Z,0
@JagatReview,Kan udah ada hasil tesnya?,2021-04-17T04:53:44Z,0
@jonytapya3569,"Izim bang

*WTS*
SAMSUNG A52 Black 8 256
Pemakaian casual homeschooling 2 Weeks.
Jual 5.5 garansi panjang, bonus included buds plus new sealed..
Lokasi Sumut.
Fisik mulus (Pics by WA)
Kirim"" kmana aja ready Toped, BL, Shopee semua verified shops..
Thanks gans",2021-04-16T14:44:15Z,0
